tick,player_x,player_y,player_z,player_yaw,player_pitch,on_ground,my_vx,my_vy,my_vz,my_hurt,my_health,target_x,target_y,target_z,target_dist,tgt_vx,tgt_vz,tgt_hurt,tgt_health,out_w,out_a,out_s,out_d,out_sprint,out_jump,out_left_click,out_right_click
211306,505102.5,73.0,3108.5,-4.215,7.608,1,0.0,0.0,0.0,0,40.0,505102.46952160494,73.0,3140.246913580247,31.747,-0.0004,-0.436,0,40.0,0,0,0,0,0,0,0,0
211307,505102.5,73.0,3108.5,-4.215,7.608,1,0.0,0.0,0.0,0,40.0,505102.4691358025,73.0,3139.810956790124,31.311,-0.0004,-0.436,0,40.0,0,0,0,0,0,0,0,0
211308,505102.5,73.0,3108.5,-4.215,7.608,1,0.0,0.0,0.0,0,40.0,505102.46900720167,73.0,3139.3531378600824,30.853,-0.0001,-0.4578,0,40.0,0,0,0,0,0,0,0,0
211309,505102.5,73.0,3108.5,-4.215,7.608,1,0.0,0.0,0.0,0,40.0,505102.46887860086,73.0,3138.895318930041,30.395,-0.0001,-0.4578,0,40.0,0,0,0,0,0,0,0,0
211310,505102.5,73.0,3108.5,-4.215,7.608,1,0.0,0.0,0.0,0,40.0,505102.4688357339,73.0,3138.440629286694,29.941,-0.0,-0.4547,0,40.0,0,0,0,0,0,0,0,0
211311,505102.5,73.0,3108.5,-4.215,7.608,1,0.0,0.0,0.0,0,40.0,505102.4687928669,73.0,3137.9859396433467,29.486,-0.0,-0.4547,0,40.0,0,0,0,0,0,0,0,0
211312,505102.5,73.0,3108.5,-4.215,7.608,1,0.0,0.0,0.0,0,40.0,505102.4687785779,73.0,3137.5322930955645,29.032,-0.0,-0.4536,0,40.0,0,0,0,0,0,0,0,0
211313,505102.5,73.0,3108.5,1.234,4.318,1,0.0,0.0,0.0,0,40.0,505102.46876428893,73.0,3137.0786465477822,28.579,-0.0,-0.4536,0,40.0,0,0,0,0,0,0,0,0
211314,505102.5,73.0,3108.5,12.337,6.169,1,0.0,0.0,0.0,0,40.0,505102.468759526,73.0,3136.6253476985216,28.125,-0.0,-0.4533,0,40.0,0,0,0,0,0,0,0,0
211315,505102.5,73.0,3108.5,6.786,3.496,1,0.0,0.0,0.0,0,40.0,505102.468754763,73.0,3136.172048849261,27.672,-0.0,-0.4533,0,40.0,0,0,0,0,0,0,0,0
211316,505102.4759790767,73.0,3108.702419683337,2.159,-5.346,1,-0.024,0.0,0.2024,0,40.0,505102.46875317534,73.0,3135.708449232841,27.006,-0.0,-0.4636,0,40.0,1,0,0,0,1,0,0,0
211317,505102.4553608684,73.0,3109.0166426821274,2.159,-5.346,1,-0.0206,0.0,0.3142,0,40.0,505102.4687515877,73.0,3135.2448496164207,26.228,-0.0,-0.4636,0,40.0,1,0,0,0,1,0,0,0
211318,505102.4366005428,73.0,3109.391910298246,2.159,-5.346,1,-0.0188,0.0,0.3753,0,40.0,505102.46875105845,73.0,3134.8090664109473,25.417,-0.0,-0.4358,0,40.0,1,0,0,0,1,0,0,0
211319,505102.42166816484,73.0,3109.7241200841395,2.159,-5.346,1,-0.0149,0.0,0.3322,0,40.0,505102.4687505292,73.0,3134.373283205474,24.649,-0.0,-0.4358,0,40.0,1,0,0,0,1,0,0,0
211320,505102.40882584656,73.0,3110.032820292,2.159,-5.346,1,-0.0128,0.0,0.3087,0,40.0,505102.4687503528,73.0,3134.0196888036494,23.987,-0.0,-0.3536,0,40.0,1,0,0,0,1,0,0,0
211321,505102.397124701,73.0,3110.3286842687635,2.365,-5.346,1,-0.0117,0.0,0.2959,0,40.0,505102.46875017637,73.0,3133.666094401825,23.338,-0.0,-0.3536,0,40.0,1,0,0,0,1,0,0,0
211322,505102.4789213565,73.0,3110.5857420523103,1.439,-2.467,1,0.0818,0.0,0.2571,0,40.0,505102.4687501176,73.0,3133.3398962678834,22.754,-0.0,-0.3262,0,40.0,1,1,0,0,1,0,0,0
211323,505102.61322258785,73.0,3110.8202477188133,2.159,-1.953,1,0.1343,0.0,0.2345,0,40.0,505102.4687500588,73.0,3133.013698133942,22.194,-0.0,-0.3262,0,40.0,1,1,0,0,1,0,0,0
211324,505102.775029172,73.0,3111.043532861099,4.421,-2.159,1,0.1618,0.0,0.2233,0,40.0,505102.4687500392,73.0,3132.717465422628,21.676,-0.0,-0.2962,0,40.0,1,1,0,0,1,0,0,0
211325,505102.9479856296,73.0,3111.264143741013,5.757,-4.112,1,0.173,0.0,0.2206,0,40.0,505102.46875001956,73.0,3132.4212327113137,21.163,-0.0,-0.2962,0,40.0,1,1,0,0,1,0,0,0
211326,505103.124736727,73.0,3111.4852150320153,7.505,-4.626,1,0.1768,0.0,0.2211,0,40.0,505102.46875001304,73.0,3132.134988474209,20.66,-0.0,-0.2862,0,40.0,1,1,0,0,1,0,0,0
211327,505103.30043452955,73.0,3111.7090154055286,7.197,-4.112,1,0.1757,0.0,0.2238,0,40.0,505102.4687500065,73.0,3131.8487442371043,20.157,-0.0,-0.2862,0,40.0,1,1,0,0,1,0,0,0
211328,505103.476188327,73.0,3111.93381800915,5.552,-2.673,1,0.1758,0.0,0.2248,0,40.0,505102.46875000437,73.0,3131.5554128247363,19.647,-0.0,-0.2933,0,40.0,1,1,0,0,1,0,0,0
211329,505103.6547750772,73.0,3112.156924959845,5.655,-2.365,1,0.1786,0.0,0.2231,0,40.0,505102.4687500022,73.0,3131.2620814123684,19.142,-0.0,-0.2933,0,40.0,1,1,0,0,1,0,1,0
211330,505103.7397960724,73.0,3112.4055278841906,4.524,-1.234,1,0.085,0.0,0.2486,0,40.0,505102.46875000146,73.0,3130.9768042749124,18.615,-0.0,-0.2853,0,40.0,1,0,0,0,1,0,0,0
211331,505103.77626082,73.0,3112.6682754123062,4.524,-1.542,1,0.0365,0.0,0.2627,0,40.0,505102.4687500007,73.0,3130.6915271374564,18.071,-0.0,-0.2853,0,40.0,1,0,0,0,1,0,1,0
211332,505103.69734372647,73.0,3112.8961941316215,3.804,-1.131,1,-0.0789,0.0,0.2279,0,40.0,505102.46875000047,73.0,3130.4089347583044,17.556,-0.0,-0.2826,0,40.0,1,0,0,1,1,0,0,0
211333,505103.55647201894,73.0,3113.106302709683,3.084,-0.206,1,-0.1409,0.0,0.2101,0,40.0,505102.46875000023,73.0,3130.1263423791524,17.055,-0.0,-0.2826,0,40.0,1,0,0,1,1,0,1,0
211334,505103.3828316891,73.0,3113.3078804505453,3.29,-0.206,1,-0.1736,0.0,0.2016,0,40.0,505102.4791666668,73.0,3129.8342282527683,16.551,0.0104,-0.2921,0,40.0,1,0,0,1,1,0,0,0
211335,505103.19018187874,73.0,3113.412382681945,3.187,-0.103,1,-0.1926,0.0,0.1045,0,40.0,505102.4895833334,73.0,3129.542114126384,16.145,0.0104,-0.2921,0,40.0,0,0,0,1,0,0,1,0
211336,505103.182845661,73.0,3113.474850039606,2.673,0.514,1,-0.0073,0.0,0.0625,0,40.0,505102.50347222225,73.0,3129.2572427509226,15.797,0.0139,-0.2849,0,40.0,0,1,0,0,0,0,0,0
211337,505103.28074190166,73.0,3113.513465532245,2.365,1.645,1,0.0979,0.0,0.0386,0,40.0,505102.5173611111,73.0,3128.972371375461,15.478,0.0139,-0.2849,0,40.0,0,1,0,0,0,0,1,0
211338,505103.422378737,73.0,3113.6300656271455,4.112,0.925,1,0.1416,0.0,0.1166,0,40.0,505102.5428240741,73.0,3128.6899142503075,15.086,0.0255,-0.2825,0,40.0,1,1,0,0,1,0,0,0
211339,505103.5849265142,73.0,3113.7919054453205,4.626,0.822,1,0.1625,0.0,0.1618,0,40.0,505102.5682870371,73.0,3128.407457125154,14.651,0.0255,-0.2825,0,40.0,1,1,0,0,1,0,1,0
211340,505103.75798446184,73.0,3113.979226283215,5.038,0.617,1,0.1731,0.0,0.1873,0,40.0,505102.5767746914,73.0,3128.115388083436,14.185,0.0085,-0.2921,0,40.0,1,1,0,0,1,0,0,0
211341,505103.9360195065,73.0,3114.1811034673046,4.832,0.72,1,0.178,0.0,0.2019,0,40.0,505102.58526234573,73.0,3127.8233190417177,13.709,0.0085,-0.2921,0,40.0,1,1,0,0,1,0,0,0
211342,505103.93401218025,73.0,3114.3753312825106,4.01,0.308,1,-0.002,0.0,0.1942,0,40.0,505102.59850823047,73.0,3127.5384626944783,13.231,0.0132,-0.2849,0,40.0,1,0,0,1,1,0,0,0
211343,505103.8359668535,73.0,3114.5667442397335,3.187,0.411,1,-0.098,0.0,0.1914,0,40.0,505102.6117541152,73.0,3127.253606347239,12.746,0.0132,-0.2849,0,40.0,1,0,0,1,1,0,0,0
211344,505103.6855766107,73.0,3114.7579657027127,3.496,0.206,1,-0.1504,0.0,0.1912,0,40.0,505102.6265860768,73.0,3126.9711542314926,12.259,0.0148,-0.2825,0,40.0,1,0,0,1,1,0,1,0
211345,505103.5062080304,73.0,3114.948635962417,3.29,0.206,1,-0.1794,0.0,0.1907,0,40.0,505102.6414180384,73.0,3126.6887021157463,11.772,0.0148,-0.2825,0,40.0,1,0,0,1,1,0,0,0
211346,505103.4948340666,73.0,3115.14973232792,2.262,0.411,1,-0.0114,0.0,0.2011,0,40.0,505102.66719535895,73.0,3126.4070514104974,11.288,0.0258,-0.2817,0,40.0,1,1,0,0,1,0,1,0
211347,505103.57695578964,73.0,3115.3549116052086,0.822,1.028,1,0.0821,0.0,0.2052,0,40.0,505102.6929726795,73.0,3126.1254007052485,10.807,0.0258,-0.2817,0,40.0,1,1,0,0,1,0,0,0
211348,505103.71244031395,73.0,3115.560123646925,0.617,1.028,1,0.1355,0.0,0.2052,0,40.0,505102.722398453,73.0,3125.8336004701655,10.321,0.0294,-0.2918,0,40.0,1,1,0,0,1,0,1,0
211349,505103.693509262,73.0,3115.763100954583,0.411,1.131,1,-0.0189,0.0,0.203,0,40.0,505102.75182422646,73.0,3125.5418002350825,9.824,0.0294,-0.2918,0,40.0,1,0,0,1,1,0,0,0
211350,505103.590686741,73.0,3115.965284680295,0.514,1.028,1,-0.1028,0.0,0.2022,0,40.0,505102.7720494843,73.0,3125.257033490055,9.328,0.0202,-0.2848,0,40.0,1,0,0,1,1,0,1,0
211351,505103.4419194389,73.0,3116.1668931245,0.514,0.925,1,-0.1488,0.0,0.2016,0,40.0,505102.79227474215,73.0,3124.972266745028,8.829,0.0202,-0.2848,0,40.0,1,0,0,1,1,0,0,0
211352,505103.2680662834,73.0,3116.368187464965,-0.514,0.925,1,-0.1739,0.0,0.2013,0,40.0,505102.8198498281,73.0,3124.689844496685,8.334,0.0276,-0.2824,0,40.0,1,0,0,1,1,0,1,0
211353,505103.08192752436,73.0,3116.5707191946585,-2.056,0.925,1,-0.1861,0.0,0.2025,0,40.0,505102.847424914,73.0,3124.4074222483423,7.84,0.0276,-0.2824,0,40.0,1,0,0,1,1,0,0,0
211354,505102.8916767266,73.0,3116.7764056451365,-4.01,0.72,1,-0.1903,0.0,0.2057,0,40.0,505102.867033276,73.0,3124.125781498895,7.349,0.0196,-0.2816,0,40.0,1,0,0,1,1,0,0,0
211355,505102.7024450559,73.0,3116.986745952145,-4.626,0.411,1,-0.1892,0.0,0.2103,0,40.0,505102.886641638,73.0,3123.8441407494474,6.86,0.0196,-0.2816,0,40.0,1,0,0,1,1,0,0,0
211356,505102.51482904045,73.0,3117.200536720235,-5.243,0.308,1,-0.1876,0.0,0.2138,0,40.0,505102.84109442536,73.0,3123.573177166298,6.381,-0.0455,-0.271,0,40.0,1,0,0,1,1,0,1,0
211357,505102.3291641002,73.0,3117.4171094811254,-6.066,0.411,1,-0.1857,0.0,0.2166,0,40.0,505102.7955472127,73.0,3123.302213583149,5.904,-0.0455,-0.271,0,40.0,1,0,0,1,1,0,0,0
211358,505102.14610810316,73.0,3117.636464143277,-8.739,1.028,1,-0.1831,0.0,0.2194,0,40.0,505102.69703147514,73.0,3123.045225722099,5.437,-0.0985,-0.257,0,40.0,1,0,0,1,1,0,0,0
211359,505101.9692214021,73.0,3117.860982592425,-11.206,1.028,1,-0.1769,0.0,0.2245,0,40.0,505102.59851573757,73.0,3122.7882378610493,4.967,-0.0985,-0.257,0,40.0,1,0,0,1,1,0,0,0
211360,505101.8002788142,73.0,3118.091522378964,-15.627,1.028,1,-0.1689,0.0,0.2305,0,40.0,505102.46151049173,73.0,3122.5463252406994,4.504,-0.137,-0.2419,0,40.0,1,0,0,1,1,0,0,0
211361,505101.64417090616,73.0,3118.3305686348835,-16.655,1.028,1,-0.1561,0.0,0.239,0,40.0,505102.3245052459,73.0,3122.3044126203495,4.032,-0.137,-0.2419,0,40.0,1,0,0,1,1,0,0,0
211362,505101.49716787133,73.0,3118.575414002847,-18.095,2.262,1,-0.147,0.0,0.2448,0,40.0,505102.17467016395,73.0,3122.067525080233,3.557,-0.1498,-0.2369,0,40.0,1,0,0,1,1,0,0,0
211363,505101.3579647145,73.0,3118.824904797966,-17.581,2.57,1,-0.1392,0.0,0.2495,0,40.0,505102.024835082,73.0,3121.830637540116,3.079,-0.1498,-0.2369,0,40.0,1,0,0,1,1,0,0,0
211364,505101.2525344236,73.0,3119.0219884320854,-18.403,3.598,1,-0.1054,0.0,0.1971,0,40.0,505101.995723388,73.0,3121.595425026744,2.679,-0.0291,-0.2352,0,40.0,1,0,0,1,1,0,0,0
211365,505101.1597687256,73.0,3119.2027171561735,-20.151,6.477,1,-0.0928,0.0,0.1807,0,40.0,505101.96661169396,73.0,3121.360212513372,2.303,-0.0291,-0.2352,0,40.0,1,0,0,1,1,0,1,0
211366,505101.05448809714,73.0,3119.4192878676504,-20.254,11.72,1,-0.1053,0.0,0.2166,0,40.0,505102.0402411293,73.0,3121.125558342248,1.971,0.0736,-0.2347,10,38.5,1,0,0,1,1,0,0,0
211367,505101.0267707687,73.0,3119.508618736937,-19.945,14.394,1,-0.0277,0.0,0.0893,0,40.0,505102.2247440862,73.11458333333333,3121.177455561499,2.057,0.1845,0.0519,9,38.5,1,0,0,0,0,0,1,1
211368,505101.0549246734,73.0,3119.677147309324,-18.095,12.646,1,0.0282,0.0,0.1685,0,40.0,505102.4206627241,73.28472222222221,3121.3162203743327,2.152,0.1959,0.1388,8,38.5,1,0,0,0,1,0,0,0
211369,505101.10970263794,73.0,3119.890255830242,-18.198,9.047,1,0.0548,0.0,0.2131,0,40.0,505102.6165813621,73.45486111111111,3121.454985187166,2.219,0.1959,0.1388,7,38.5,1,0,0,0,0,0,1,0
211370,505101.1793888454,73.0,3120.127582965375,-29.095,4.215,1,0.0697,0.0,0.2373,0,40.0,505102.79647090804,73.61574074074075,3121.6783234581108,2.324,0.1799,0.2233,6,38.5,1,0,0,0,1,0,0,0
211371,505101.2174375191,73.0,3120.2571635962086,-38.246,-0.206,1,0.038,0.0,0.1296,0,40.0,505102.976360454,73.77662037037038,3121.9016617290554,2.53,0.1799,0.2233,5,38.5,0,0,0,0,0,0,1,0
211372,505101.317053955,73.0,3120.4278671254497,-42.975,-2.982,1,0.0996,0.0,0.1707,0,40.0,505103.1196569693,73.83024691358025,3122.0906911527036,2.589,0.1433,0.189,4,38.5,1,0,0,0,1,0,1,0
211373,505101.4581530884,73.0,3120.6142782872794,-44.414,-3.084,1,0.1411,0.0,0.1864,0,40.0,505103.26295348466,73.88387345679013,3122.279720576352,2.61,0.1433,0.189,3,38.5,1,0,0,0,0,0,0,0
211374,505101.66508698906,73.0,3120.717355984246,-44.517,-0.411,1,0.2069,0.0,0.1031,0,40.0,505103.3628023231,73.78716563786008,3122.426063717568,2.534,0.0998,0.1463,2,38.5,1,1,0,0,1,0,1,0
211375,505101.90796850965,73.0,3120.7747340403107,-41.124,0.72,1,0.2429,0.0,0.0574,0,40.0,505103.4626511616,73.69045781893004,3122.5724068587842,2.475,0.0998,0.1463,1,38.5,1,1,0,0,1,0,0,0
211376,505102.1171341987,73.0,3120.8024050778786,-38.863,3.598,1,0.2092,0.0,0.0277,0,40.0,505103.51676744106,73.46030521262003,3122.6732712391895,2.381,0.0541,0.1009,10,37.0,1,1,0,0,1,0,0,0
211377,505102.3605013772,73.0,3120.831357345249,-34.853,3.187,1,0.2434,0.0,0.029,0,40.0,505103.7195116274,73.42145347508001,3122.917597492793,2.525,0.2027,0.2443,9,38.0,1,1,0,0,1,0,0,0
211378,505102.56809518934,73.0,3120.8637720793167,-31.563,2.879,1,0.2076,0.0,0.0324,0,40.0,505103.9380077516,73.48930231672001,3123.174231661862,2.73,0.2185,0.2566,8,38.0,1,1,0,0,1,0,1,0
211379,505102.8078034795,73.0,3120.9116281742004,-29.198,1.131,1,0.2397,0.0,0.0479,0,40.0,505104.1565038758,73.55715115836,3123.430865830931,2.911,0.2185,0.2566,7,38.0,1,1,0,0,1,0,0,0
211380,505103.0113388386,73.0,3120.9626777509366,-24.058,-1.028,1,0.2035,0.0,0.051,0,40.0,505104.3543359172,73.68393410557333,3123.651827220621,3.083,0.1978,0.221,6,38.0,1,1,0,0,1,0,1,0
211381,505103.2437723881,73.0,3121.0370936203094,-21.693,-3.496,1,0.2324,0.0,0.0744,0,40.0,505104.5521679586,73.81071705278666,3123.8727886103106,3.227,0.1978,0.221,5,38.0,1,1,0,0,1,0,0,0
211382,505103.4391926463,73.0,3121.113005495322,-22.824,-3.598,1,0.1954,0.0,0.0759,0,40.0,505104.7118619724,73.8529780351911,3124.0506090735403,3.313,0.1597,0.1778,4,38.0,1,1,0,0,1,0,0,0
211383,505103.6661694425,73.0,3121.2035943215196,-22.618,-3.598,1,0.227,0.0,0.0906,0,40.0,505104.87155598623,73.89523901759554,3124.22842953677,3.377,0.1597,0.1778,3,38.0,1,1,0,0,1,0,0,0
211384,505103.86065327463,73.0,3121.2827815022365,-19.328,-3.701,1,0.1945,0.0,0.0792,0,40.0,505104.98728732415,73.79474267839703,3124.350203024513,3.363,0.1157,0.1218,2,38.0,1,1,0,0,1,0,0,0
211385,505104.041408414,73.0,3121.36515849775,-16.655,-3.598,1,0.1808,0.0,0.0824,0,40.0,505105.1030186621,73.69424633919851,3124.4719765122563,3.356,0.1157,0.1218,1,38.0,1,1,0,0,1,0,1,0
211386,505104.25442682864,73.0,3121.471904449641,-16.244,-2.776,1,0.213,0.0,0.1067,0,40.0,505105.18326244137,73.462830892799,3124.533401008171,3.233,0.0802,0.0614,10,36.5,1,1,0,0,1,0,0,0
211387,505104.2301314671,73.0,3121.5341693538876,-20.973,0.206,1,-0.0243,0.0,0.0623,0,40.0,505105.2680082942,73.423137261866,3124.6472673387807,3.309,0.0847,0.1139,9,36.5,0,0,0,1,0,0,1,0
211388,505104.12537891715,73.0,3121.603155024724,-25.394,0.925,1,-0.1048,0.0,0.069,0,40.0,505105.33492219617,73.490424841244,3124.7544282258536,3.411,0.0669,0.1072,8,36.5,0,0,0,1,0,0,0,0
211389,505104.0244487301,73.0,3121.763161519466,-27.553,1.645,1,-0.1009,0.0,0.16,0,40.0,505105.40183609806,73.55771242062201,3124.8615891129266,3.436,0.0669,0.1072,7,36.5,1,0,0,1,0,0,1,0
211390,505103.930335454,73.0,3121.9744496887415,-27.862,1.028,1,-0.0941,0.0,0.2113,0,40.0,505105.44497406535,73.68430828041467,3124.9389760752842,3.399,0.0431,0.0774,6,36.5,1,0,0,1,1,0,0,0
211391,505103.86126084113,73.0,3122.167828944475,-29.712,0.206,1,-0.0691,0.0,0.1934,0,40.0,505105.48811203265,73.81090414020733,3125.016363037642,3.379,0.0431,0.0774,5,36.5,1,0,0,1,1,0,1,0
211392,505103.7893279731,73.0,3122.398740693625,-31.049,-2.365,1,-0.0719,0.0,0.2309,0,40.0,505105.53125,73.9375,3125.09375,3.343,0.0431,0.0774,4,36.5,1,0,0,1,1,0,0,0
211393,505103.73444159486,73.0,3122.6004669656604,-37.012,-4.935,1,-0.0549,0.0,0.2017,0,40.0,505105.53125,73.9375,3125.09375,3.213,0.0,0.0,3,36.5,1,0,0,1,1,0,0,0
211394,505103.69845764956,73.0,3122.7952029865246,-41.124,-6.888,1,-0.036,0.0,0.1947,0,40.0,505105.53125,73.82291666666667,3125.0833333333335,3.045,0.0,-0.0104,2,36.5,1,0,0,1,1,0,1,0
211395,505103.6699364289,73.0,3123.031126559948,-44.928,-6.58,1,-0.0285,0.0,0.2359,0,40.0,505105.53125,73.70833333333334,3125.072916666667,2.852,0.0,-0.0104,1,36.5,1,0,0,1,1,0,0,0
211396,505103.6604930903,73.0,3123.238315318833,-45.031,-4.626,1,-0.0094,0.0,0.2072,0,40.0,505105.5104166667,73.47222222222223,3125.038194444445,2.624,-0.0208,-0.0347,10,35.0,1,0,0,1,1,0,1,0
211397,505103.7245271043,73.0,3123.28214393745,-44.723,-1.337,1,0.064,0.0,0.0438,0,40.0,505105.63194444444,73.42939814814815,3125.212962962963,2.748,0.1215,0.1748,9,36.0,0,1,0,0,0,0,0,0
211398,505103.82910430647,73.0,3123.237204410157,-39.377,0.822,1,0.1046,0.0,-0.0449,0,40.0,505105.775462963,73.4945987654321,3125.423225308642,2.968,0.1435,0.2103,8,36.0,0,1,0,0,0,0,1,0
211399,505104.015487907,73.0,3123.2253201131334,-34.853,1.748,1,0.1864,0.0,-0.0119,0,40.0,505105.91898148146,73.55979938271605,3125.633487654321,3.12,0.1435,0.2103,7,36.0,1,1,0,0,0,0,0,0
211400,505104.2451200799,73.0,3123.24176125638,-32.591,1.131,1,0.2296,0.0,0.0164,0,40.0,505106.0709876543,73.68569958847736,3125.870241769547,3.273,0.152,0.2368,6,36.0,1,1,0,0,1,0,1,0
211401,505104.49735140067,73.0,3123.2787561007503,-32.077,-0.103,1,0.2522,0.0,0.037,0,40.0,505106.2229938272,73.81159979423867,3126.106995884774,3.411,0.152,0.2368,5,36.0,1,1,0,0,1,0,0,0
211402,505104.7065716892,73.0,3123.3200617166667,-29.507,-2.159,1,0.2092,0.0,0.0413,0,40.0,505106.3465792181,73.85356652949245,3126.300497256516,3.507,0.1236,0.1935,4,36.0,1,1,0,0,1,0,1,0
211403,505104.9459740949,73.0,3123.377409974156,-27.451,-3.084,1,0.2394,0.0,0.0573,0,40.0,505106.470164609,73.89553326474623,3126.493998628258,3.583,0.1236,0.1935,3,36.0,1,1,0,0,1,0,0,0
211404,505105.20055254886,73.0,3123.4479178576644,-21.179,-4.215,1,0.2546,0.0,0.0705,0,40.0,505106.56344307266,73.79493884316416,3126.631415752172,3.553,0.0933,0.1374,2,36.0,1,1,0,0,1,0,1,0
211405,505105.45834879414,73.0,3123.5390456767127,-17.272,-4.01,1,0.2578,0.0,0.0911,0,40.0,505106.6567215363,73.69434442158209,3126.768832876086,3.514,0.0933,0.1374,1,36.0,1,1,0,0,1,0,0,0
211406,505105.5805324711,73.0,3123.69052609705,-19.328,-0.925,1,0.1222,0.0,0.1515,0,40.0,505106.7086476909,73.46289628105473,3126.856305250724,3.393,0.0519,0.0875,0,36.0,1,0,0,0,1,0,1,0
211407,505105.63521164295,73.0,3123.798190150772,-22.824,0.925,1,0.0547,0.0,0.1077,0,40.0,505106.7605738455,73.23144814052736,3126.9437776253617,3.349,0.0519,0.0875,0,36.0,1,0,0,1,0,0,1,1
211408,505105.65458864823,73.0,3123.88262025147,-28.479,2.673,1,0.0194,0.0,0.0844,0,40.0,505106.73621589696,73.15429876035158,3126.9000184169076,3.209,-0.0244,-0.0438,10,34.5,1,0,0,1,0,0,1,1
211409,505105.628262848,73.0,3124.0532831881374,-28.89,2.365,1,-0.0263,0.0,0.1707,0,40.0,505106.75122726464,73.21744917356772,3127.0479289446052,3.206,0.015,0.1479,9,34.5,1,0,0,1,0,0,1,0
211410,505105.57774950104,73.0,3124.271253014549,-29.507,2.365,1,-0.0505,0.0,0.218,0,40.0,505106.7820681764,73.35329944904514,3127.24028596307,3.223,0.0308,0.1924,8,34.5,1,0,0,1,1,0,1,0
211411,505105.5264059381,73.0,3124.467828052876,-29.712,2.467,1,-0.0513,0.0,0.1966,0,40.0,505106.8129090882,73.48914972452258,3127.432642981535,3.269,0.0308,0.1924,7,34.5,1,0,0,1,1,0,1,0
211412,505105.4641542244,73.0,3124.700484699525,-30.329,2.57,1,-0.0623,0.0,0.2327,0,40.0,505106.8440227255,73.63859981634839,3127.6321786543567,3.303,0.0311,0.1995,6,34.5,1,0,0,1,1,0,0,0
211413,505105.4108921827,73.0,3124.9023893435024,-30.946,0.925,1,-0.0533,0.0,0.2019,0,40.0,505106.87513636274,73.7880499081742,3127.8317143271784,3.368,0.0311,0.1995,5,34.5,1,0,0,1,1,0,1,0
211414,505105.3502962737,73.0,3125.1386607502964,-34.133,-1.337,1,-0.0606,0.0,0.2363,0,40.0,505106.8959242418,73.83786660544946,3127.991976218119,3.351,0.0208,0.1603,4,34.5,1,0,0,1,1,0,0,0
211415,505105.3059452776,73.0,3125.343639399801,-34.236,-4.524,1,-0.0444,0.0,0.205,0,40.0,505106.9167121209,73.88768330272472,3128.1522381090595,3.357,0.0208,0.1603,3,34.5,1,0,0,1,1,0,1,0
211416,505105.2574258855,73.0,3125.583171255191,-37.218,-4.729,1,-0.0485,0.0,0.2395,0,40.0,505106.9340580806,73.78970553514982,3128.2473254060396,3.245,0.0173,0.0951,2,34.5,1,0,0,1,1,0,0,0
211417,505105.22392315615,73.0,3125.7903469248504,-38.451,-2.056,1,-0.0335,0.0,0.2072,0,40.0,505106.95140404033,73.69172776757492,3128.34241270302,3.158,0.0173,0.0951,1,35.5,1,0,0,1,1,0,1,0
211418,505105.33468354127,73.0,3125.918300501862,-38.04,1.851,1,0.1108,0.0,0.128,0,40.0,505106.9467693602,73.46115184504994,3128.3949418020134,2.991,-0.0046,0.0525,10,34.0,1,1,0,0,1,0,0,0
211419,505105.39846025815,73.0,3125.9635926341502,-32.18,2.467,1,0.0638,0.0,0.0453,0,40.0,505107.0374295735,73.42201789669996,3128.5862112013424,3.121,0.0907,0.1913,9,34.0,1,1,0,0,0,0,1,1
211420,505105.5599604588,73.0,3126.017119145624,-27.759,2.982,1,0.1615,0.0,0.0535,0,40.0,505107.13953638234,73.48967859779997,3128.7970574675614,3.235,0.1021,0.2108,8,34.0,1,1,0,0,1,0,0,0
211421,505105.73691144004,73.0,3126.0732788535815,-24.777,1.953,1,0.177,0.0,0.0562,0,40.0,505107.2416431912,73.55733929889999,3129.007903733781,3.345,0.1021,0.2108,7,34.0,1,1,0,0,0,0,1,0
211422,505105.95539106545,73.0,3126.1489904919754,-22.104,-0.103,1,0.2185,0.0,0.0757,0,40.0,505107.3485954608,73.68405953259999,3129.192769155854,3.417,0.107,0.1849,6,34.0,1,1,0,0,1,0,0,0
211423,505106.19434711395,73.0,3126.2409445445483,-19.843,-2.056,1,0.239,0.0,0.092,0,40.0,505107.45554773044,73.81077976629999,3129.377634577927,3.477,0.107,0.1849,5,34.0,1,1,0,0,1,0,0,0
211424,505106.3901850185,73.0,3126.3264227022587,-18.814,-3.804,1,0.1958,0.0,0.0855,0,40.0,505107.5328651536,73.85301984419999,3129.5121730519513,3.49,0.0773,0.1345,4,34.0,1,1,0,0,1,0,0,0
211425,505106.5709481315,73.0,3126.4117580407824,-16.553,-4.935,1,0.1808,0.0,0.0853,0,40.0,505107.6101825768,73.8952599221,3129.6467115259757,3.514,0.0773,0.1345,3,34.0,1,1,0,0,1,0,1,0
211426,505106.78387616563,73.0,3126.5202948248016,-14.394,-4.832,1,0.2129,0.0,0.1085,0,40.0,505107.6672050512,73.79475661473333,3129.7332243506503,3.426,0.057,0.0865,2,34.0,1,1,0,0,1,0,0,0
211427,505106.96540747397,73.0,3126.6221359794386,-13.674,-1.542,1,0.1815,0.0,0.1018,0,40.0,505107.72422752564,73.69425330736667,3129.819737175325,3.359,0.057,0.0865,1,34.0,1,1,0,0,1,0,1,0
