tick,player_x,player_y,player_z,player_yaw,player_pitch,on_ground,my_vx,my_vy,my_vz,my_hurt,my_health,target_x,target_y,target_z,target_dist,tgt_vx,tgt_vz,tgt_hurt,tgt_health,out_w,out_a,out_s,out_d,out_sprint,out_jump,out_left_click,out_right_click
216525,406091.0912958572,79.0,3082.8155344802235,-3.907,-0.308,1,0.1933,0.0,0.1926,0,31.65,406091.3125,79.0,3087.5208333333335,4.71,-0.1562,-0.0729,0,35.5,1,1,0,0,1,0,0,0
216526,406091.2947524033,79.0,3083.0062104808358,-1.337,0.514,1,0.2035,0.0,0.1907,0,31.65,406091.15625,79.0,3087.447916666667,4.444,-0.1562,-0.0729,0,35.5,1,1,0,0,1,0,1,0
216527,406091.4998508183,79.0,3083.20010081399,7.916,-0.72,1,0.2051,0.0,0.1939,0,31.65,406090.9375,79.0,3087.3298611111113,4.168,-0.2188,-0.1181,0,36.5,1,1,0,0,1,0,0,0
216528,406091.6902332108,79.0,3083.40966473664,15.319,1.028,1,0.1904,0.0,0.2096,0,31.65,406090.7083333333,79.0,3087.1990740740744,3.915,-0.2292,-0.1308,0,36.5,1,1,0,0,1,0,1,0
216529,406091.85860548087,79.0,3083.6370008115914,24.469,2.365,1,0.1684,0.0,0.2273,0,31.65,406090.4826388889,79.0,3087.0597993827164,3.689,-0.2257,-0.1393,0,36.5,1,1,0,0,1,0,1,0
216530,406091.9962047942,79.0,3083.882840832956,27.862,4.729,1,0.1376,0.0,0.2458,0,31.65,406090.25694444444,79.0,3086.920524691358,3.5,-0.2257,-0.1393,0,36.5,1,1,0,0,1,0,0,0
216531,406091.981744093,79.0,3084.0760099652107,33.002,7.3,1,-0.0145,0.0,0.1932,0,31.65,406090.2233796296,79.0,3086.801183127572,3.243,-0.0336,-0.1193,0,36.5,1,0,0,0,1,0,1,0
216532,406091.904538048,79.0,3084.288376582563,39.377,8.945,1,-0.0772,0.0,0.2124,10,30.15,406090.18981481483,79.0,3086.6818415637863,2.944,-0.0336,-0.1193,0,36.5,1,0,0,0,1,0,0,0
216533,406091.9794913551,79.36,3084.121958096123,43.489,9.767,0,0.075,0.36,-0.1664,9,30.15,406090.3140432099,79.0,3086.6003943758574,3.008,0.1242,-0.0814,10,35.0,1,0,0,0,1,0,1,0
216534,406092.0029030709,79.63440000534058,3084.049601223468,46.882,10.692,0,0.0234,0.2744,-0.0724,8,30.15,406090.35519547324,79.11458333333333,3086.7231795839048,3.183,0.0412,0.1228,9,35.0,1,0,0,0,1,0,0,0
216535,406092.0056197059,79.82491201428223,3084.001183904462,45.237,9.973,0,0.0027,0.1905,-0.0484,7,30.15,406090.3722136488,79.28472222222221,3086.8883697226033,3.361,0.017,0.1652,8,35.0,1,0,0,0,1,0,1,0
216536,406091.98754743603,79.9332137851529,3083.9750858610387,40.713,8.636,0,-0.0181,0.1083,-0.0261,6,30.15,406090.38923182443,79.45486111111111,3087.0535598613014,3.501,0.017,0.1652,7,35.0,1,0,0,0,1,0,0,0
216537,406091.9544884436,79.96094952114596,3083.9706558268263,31.563,6.374,0,-0.0331,0.0277,-0.0044,5,30.15,406090.37407121627,79.61574074074075,3087.2440399075344,3.651,-0.0152,0.1905,6,35.0,1,0,0,0,1,0,1,0
216538,406091.9110715061,79.9097305414223,3083.9923688340677,25.292,3.804,0,-0.0434,-0.0512,0.0217,4,30.15,406090.3589106081,79.77662037037038,3087.4345199537674,3.778,-0.0152,0.1905,5,35.0,1,0,0,0,1,0,0,0
216539,406091.8607033353,79.78113593879031,3084.0351779999437,19.02,0.925,0,-0.0504,-0.1286,0.0428,3,30.15,406090.3434404054,79.83024691358025,3087.5917633025115,3.867,-0.0155,0.1572,4,35.0,1,0,0,0,1,0,1,0
216540,406091.80657939264,79.57671322423234,3084.0982284151155,16.964,-0.308,0,-0.0541,-0.2044,0.0631,2,30.15,406090.32797020266,79.88387345679013,3087.7490066512555,3.951,-0.0155,0.1572,3,35.0,1,0,0,0,1,0,0,0
216541,406091.7498927563,79.29797895854058,3084.179975758381,16.45,-0.617,0,-0.0567,-0.2787,0.0817,1,30.15,406090.3332301351,79.78716563786008,3087.85350443417,3.967,0.0053,0.1045,2,35.0,1,0,0,0,1,0,1,0
216542,406091.69109869254,79.0,3084.2788046934775,16.45,-0.617,1,-0.0588,-0.298,0.0988,0,30.15,406090.3384900675,79.69045781893004,3087.958002217085,3.98,0.0053,0.1045,1,35.0,1,0,0,0,1,0,0,0
216543,406091.6015499791,79.0,3084.490933272465,17.375,-0.617,1,-0.0895,0.0,0.2121,0,30.15,406090.350660045,79.46030521262003,3088.0032514780564,3.757,0.0122,0.0452,0,35.0,1,0,0,0,1,0,1,0
216544,406091.5147401403,79.0,3084.7283824333954,17.478,-0.514,1,-0.0868,0.0,0.2374,0,30.15,406090.36283002247,79.23015260631001,3088.048500739028,3.522,0.0122,0.0452,0,35.0,1,0,0,0,1,0,0,0
216545,406091.42923919816,79.0,3084.9795983328786,16.45,1.131,1,-0.0855,0.0,0.2512,0,30.15,406090.41897001496,79.15343507087334,3087.9698338260187,3.16,0.0561,-0.0787,0,35.0,1,0,0,0,1,0,1,0
216546,406091.3465095645,79.0,3085.238956475386,15.936,3.496,1,-0.0827,0.0,0.2594,0,30.15,406090.47511000745,79.07671753543667,3087.8911669130093,2.793,0.0561,-0.0787,0,35.0,1,0,0,0,1,0,0,0
216547,406091.28448739345,79.0,3085.446443039498,14.496,8.225,1,-0.062,0.0,0.2075,10,28.65,406090.5771566716,79.05114502362444,3087.739944608673,2.401,0.102,-0.1512,0,36.0,1,0,0,0,1,0,1,0
216548,406091.3801490195,79.36,3085.118582730612,17.169,12.132,0,0.0957,0.36,-0.3279,9,28.65,406090.7076877811,79.03409668241629,3087.607879739115,2.599,0.1305,-0.1321,0,36.0,1,0,0,0,1,0,0,0
216549,406091.40397918934,79.63440000534058,3085.03552422304,17.272,15.01,0,0.0238,0.2744,-0.0831,8,28.65,406090.8676251874,79.02273112161086,3087.4885864927433,2.584,0.1599,-0.1193,10,34.5,1,0,0,0,1,0,0,0
216550,406091.4256646446,79.82491201428223,3084.9599409789707,17.478,15.113,0,0.0217,0.1905,-0.0756,7,28.65,406091.00550012494,79.12973741440724,3087.5653076618287,2.729,0.1379,0.0767,9,34.5,0,0,0,0,0,0,0,0
216551,406091.4395364444,79.9332137851529,3084.9098630951203,15.936,12.132,0,0.0139,0.1083,-0.0501,6,28.65,406091.1078334166,79.29482494293816,3087.6893717745525,2.871,0.1023,0.1241,8,34.5,1,0,0,0,1,0,0,0
216552,406091.44517579366,79.96094952114596,3084.888796387462,13.571,8.533,0,0.0056,0.0277,-0.0211,5,28.65,406091.21016670833,79.45991247146908,3087.8134358872762,2.977,0.1023,0.1241,7,34.5,1,0,0,0,0,0,0,0
216553,406091.4443442128,79.9097305414223,3084.8943980121967,10.59,6.786,0,-0.0008,-0.0512,0.0056,4,28.65,406091.26511113887,79.61910831431273,3087.9797905915175,3.104,0.0549,0.1664,6,34.5,1,0,0,0,1,0,0,0
216554,406091.4396803566,79.78113593879031,3084.919447538441,7.608,5.243,0,-0.0047,-0.1286,0.025,3,28.65,406091.3200555694,79.77830415715636,3088.1461452957587,3.229,0.0549,0.1664,5,34.5,1,0,0,0,1,0,1,0
216555,406091.43632871687,79.57671322423234,3084.9675012068296,3.187,3.701,0,-0.0034,-0.2044,0.0481,2,28.65,406091.35920371296,79.83136943810423,3088.2640968638393,3.307,0.0391,0.118,4,34.5,1,0,0,0,1,0,0,0
216556,406091.43492234225,79.29797895854058,3085.0191796653635,2.262,2.365,0,-0.0014,-0.2787,0.0517,1,28.65,406091.3983518565,79.88443471905211,3088.3820484319194,3.414,0.0391,0.118,3,34.5,1,0,0,0,1,0,1,0
216557,406091.433945436,79.0,3085.091668329802,2.262,2.365,1,-0.001,-0.298,0.0725,0,28.65,406091.42181790434,79.78753981270141,3088.463032287946,3.462,0.0235,0.081,2,34.5,1,0,0,0,1,0,0,0
216558,406091.4290609052,79.0,3085.2585534540485,0.823,3.907,1,-0.0049,0.0,0.1669,0,28.65,406091.44528395217,79.69064490635071,3088.544016143973,3.357,0.0235,0.081,10,34.5,1,0,0,0,1,0,1,0
216559,406091.42730209866,79.0,3085.4770605790463,1.028,5.86,1,-0.0018,0.0,0.2185,0,28.65,406091.47393930145,79.46042993756714,3088.5710107626487,3.128,0.0287,0.027,9,33.0,1,0,0,0,1,0,0,0
216560,406091.42697138805,79.0,3085.5682407296376,1.337,7.094,1,-0.0003,0.0,0.0912,0,28.65,406091.48262620094,79.42153662504477,3088.745257175099,3.205,0.0087,0.1742,8,33.0,1,0,0,0,0,0,1,1
216561,406091.4240402102,79.0,3085.745391357337,1.748,5.86,1,-0.0029,0.0,0.1772,0,28.65,406091.4884174673,79.48935775002984,3088.9447547833993,3.237,0.0058,0.1995,7,33.0,1,0,0,0,1,0,0,1
216562,406091.4203275824,79.0,3085.930771784618,0.72,4.318,1,-0.0037,0.0,0.1854,0,28.65,406091.49420873367,79.55717887501493,3089.1442523916994,3.262,0.0058,0.1995,6,33.0,1,0,0,0,0,0,1,0
216563,406091.4187641884,79.0,3086.159379894344,0.411,3.29,1,-0.0016,0.0,0.2286,0,28.65,406091.49613915576,79.68395258334328,3089.3357515944663,3.25,0.0019,0.1915,5,33.0,1,0,0,0,1,0,0,0
216564,406091.4179824774,79.0,3086.361669501724,-1.748,1.953,1,-0.0008,0.0,0.2023,0,28.65,406091.49806957785,79.81072629167164,3089.527250797233,3.269,0.0019,0.1915,4,33.0,1,0,0,0,1,0,0,0
216565,406091.4216951052,79.0,3086.599459673833,-1.953,-0.925,1,0.0037,0.0,0.2378,0,28.65,406091.4987130519,79.85298419444776,3089.664000531489,3.182,0.0006,0.1367,3,33.0,1,0,0,0,1,0,0,0
216566,406091.4259937293,79.0,3086.804680435207,-1.439,-1.542,1,0.0043,0.0,0.2052,0,28.65,406091.49935652595,79.89524209722387,3089.8007502657447,3.128,0.0006,0.1367,2,33.0,1,0,0,0,1,0,1,0
216567,406091.33635704586,79.0,3087.0108795154883,-1.953,0.617,1,-0.0896,0.0,0.2062,0,28.65,406091.4995710173,79.79474473148258,3089.888000177163,2.989,0.0002,0.0872,1,34.0,1,0,0,1,1,0,0,0
216568,406091.2880655916,79.0,3087.0986794685136,-4.421,4.626,1,-0.0483,0.0,0.0878,0,28.65,406091.4892973449,79.63399648765505,3089.956583451442,2.934,-0.0103,0.0686,10,34.0,1,0,0,1,0,0,1,1
216569,406091.1770993172,79.0,3087.245304511399,-5.141,5.552,1,-0.111,0.0,0.1466,0,28.65,406091.4824482299,79.42266432510337,3090.0023056342948,2.806,-0.0068,0.0457,9,32.5,1,0,0,1,1,0,0,1
216570,406091.05736688187,79.0,3087.3930542777894,-6.169,6.58,1,-0.1197,0.0,0.1477,0,28.65,406091.4882988199,79.49010955006891,3090.3244537561964,3.003,0.0059,0.3221,8,32.5,1,0,0,1,1,0,0,0
216571,406091.09322386904,79.0,3087.5552531609533,-5.86,5.86,1,0.0359,0.0,0.1622,0,28.65,406091.49414940993,79.55755477503445,3090.6466018780984,3.167,0.0059,0.3221,7,32.5,1,1,0,0,1,0,0,0
216572,406091.2057001445,79.0,3087.690537581452,-5.86,3.804,1,0.1125,0.0,0.1353,0,28.65,406091.4960996066,79.6842031833563,3090.910234585399,3.304,0.002,0.2636,6,32.5,1,1,0,0,1,0,0,0
216573,406091.36784172314,79.0,3087.846550943827,-2.981,0.206,1,0.1621,0.0,0.156,0,28.65,406091.4980498033,79.81085159167816,3091.1738672926995,3.427,0.002,0.2636,5,32.5,1,1,0,0,1,0,0,0
216574,406091.5174095052,79.0,3087.9848084760724,-1.439,-1.748,1,0.1496,0.0,0.1383,0,28.65,406091.49869986885,79.85306772778544,3091.376328195133,3.497,0.0007,0.2025,4,32.5,1,1,0,0,1,0,0,0
216575,406091.69322205527,79.0,3088.1499337809105,2.879,-3.29,1,0.1758,0.0,0.1651,0,28.65,406091.4993499344,79.89528386389273,3091.578789097566,3.549,0.0007,0.2025,3,32.5,1,1,0,0,1,0,0,0
216576,406091.8765183588,79.0,3088.3364158320774,7.814,-4.729,1,0.1833,0.0,0.1865,0,28.65,406091.49956662295,79.79477257592849,3091.6983593983773,3.475,0.0002,0.1196,2,32.5,1,1,0,0,1,0,0,0
216577,406092.0152826545,79.0,3088.500966143656,11.412,-5.243,1,0.1388,0.0,0.1646,0,28.65,406091.4997833115,79.69426128796425,3091.8179296991884,3.428,0.0002,0.1196,1,32.5,1,1,0,0,1,0,1,0
216578,406092.1631061919,79.0,3088.699012314232,15.113,-3.598,1,0.1478,0.0,0.198,0,28.65,406091.5,79.59375,3091.9375,3.359,0.0002,0.1196,10,32.5,1,1,0,0,1,0,1,0
216579,406092.21980577137,79.0,3088.8209925517244,14.805,-0.72,1,0.0567,0.0,0.122,0,28.65,406091.5,79.39583333333333,3091.96875,3.253,0.0,0.0312,9,31.0,1,0,0,1,1,0,1,1
216580,406092.22681564215,79.0,3088.901551139204,11.412,1.953,1,0.007,0.0,0.0806,0,28.65,406091.4791666667,79.37847222222221,3092.1458333333335,3.351,-0.0208,0.1771,8,31.0,1,0,0,1,0,0,1,1
216581,406092.11861395213,79.0,3089.0175943562645,6.271,4.524,1,-0.1082,0.0,0.116,0,28.65,406091.4652777778,79.46064814814814,3092.3368055555557,3.414,-0.0139,0.191,7,31.0,1,0,0,1,1,0,1,0
216582,406091.95816472796,79.0,3089.1623412713593,2.879,5.655,1,-0.1604,0.0,0.1447,0,28.65,406091.4513888889,79.54282407407408,3092.527777777778,3.446,-0.0139,0.191,6,31.0,1,0,0,1,0,0,0,0
216583,406091.77423581714,79.0,3089.328675736261,1.131,3.701,1,-0.1839,0.0,0.1663,0,28.65,406091.4363425926,79.67438271604938,3092.716435185185,3.471,-0.015,0.1887,5,31.0,1,0,0,1,1,0,1,0
216584,406091.58021030977,79.0,3089.509710636226,-0.72,0.514,1,-0.194,0.0,0.181,0,28.65,406091.4212962963,79.80594135802468,3092.9050925925926,3.493,-0.015,0.1887,4,31.0,1,0,0,1,1,0,0,0
216585,406091.42586049304,79.0,3089.6620608248604,-0.822,-3.393,1,-0.1543,0.0,0.1524,0,28.65,406091.4058641975,79.84979423868312,3093.030478395062,3.474,-0.0154,0.1254,3,31.0,1,0,0,1,1,0,1,0
216586,406091.2509414814,79.0,3089.8384261244614,-3.29,-6.888,1,-0.1749,0.0,0.1764,0,28.65,406091.39043209876,79.89364711934155,3093.1558641975307,3.439,-0.0154,0.1254,2,31.0,1,0,0,1,1,0,0,0
216587,406091.10708482034,79.0,3089.993185688702,-6.374,-7.197,1,-0.1439,0.0,0.1548,0,28.65,406091.3957047325,79.79368141289437,3093.239326131687,3.354,0.0053,0.0835,1,32.0,1,0,0,1,1,0,1,0
216588,406090.9473230072,79.0,3090.1791645916765,-7.814,-6.066,1,-0.1598,0.0,0.186,0,28.65,406091.3992198217,79.52912094192958,3093.2949674211245,3.193,0.0035,0.0556,0,32.0,1,0,0,1,1,0,0,0
216589,406090.9984247273,79.0,3090.3187886186174,-9.561,-0.617,1,0.0511,0.0,0.1396,0,28.65,406091.40273491084,79.2645604709648,3093.3506087105625,3.07,0.0035,0.0556,10,32.0,1,1,0,0,1,0,1,0
216590,406091.0488852214,79.0,3090.41111770482,-5.757,1.234,1,0.0505,0.0,0.0923,0,28.65,406091.40625,79.0,3093.40625,3.016,0.0035,0.0556,9,30.5,1,1,0,0,0,0,1,1
216591,406091.1770402349,79.0,3090.5438321110964,-3.804,1.645,1,0.1282,0.0,0.1327,0,28.65,406091.40625,79.11458333333333,3093.53125,2.998,0.0,0.125,8,30.5,1,1,0,0,1,0,0,0
216592,406091.31679738907,79.0,3090.6729648958703,-1.028,-0.0,1,0.1398,0.0,0.1291,0,28.65,406091.40625,79.22916666666666,3093.65625,2.993,0.0,0.125,7,30.5,1,1,0,0,1,0,1,0
216593,406091.48656412715,79.0,3090.8338286634626,0.206,-1.234,1,0.1698,0.0,0.1609,0,28.65,406091.4166666667,79.4236111111111,3093.8541666666665,3.051,0.0104,0.1979,6,30.5,1,1,0,0,1,0,0,0
216594,406091.63382112817,79.0,3090.9787330897857,5.038,-3.496,1,0.1473,0.0,0.1449,0,28.65,406091.4270833334,79.61805555555554,3094.052083333333,3.142,0.0104,0.1979,5,30.5,1,1,0,0,1,0,1,0
216595,406091.7977688543,79.0,3091.1574509104667,7.402,-4.318,1,0.1639,0.0,0.1787,0,28.65,406091.43055555556,79.7349537037037,3094.222222222222,3.173,0.0035,0.1701,4,30.5,1,1,0,0,1,0,0,0
216596,406091.93082789186,79.0,3091.3189727090025,9.973,-4.626,1,0.1331,0.0,0.1615,0,28.65,406091.43402777775,79.85185185185185,3094.3923611111113,3.228,0.0035,0.1701,3,30.5,1,1,0,0,1,0,1,0
216597,406092.0781700563,79.0,3091.51356431967,12.543,-2.982,1,0.1473,0.0,0.1946,0,28.65,406091.4247685185,79.83873456790123,3094.5115740740744,3.181,-0.0093,0.1192,2,30.5,1,1,0,0,1,0,0,0
216598,406092.098907353,79.0,3091.701702023254,12.543,0.103,1,0.0207,0.0,0.1881,0,28.65,406091.4155092592,79.8256172839506,3094.6307870370374,3.119,-0.0093,0.1192,1,30.5,1,0,0,0,1,0,1,0
216599,406092.0006128713,79.0,3091.8743115257803,11.926,1.028,1,-0.0983,0.0,0.1726,0,28.65,406091.4124228395,79.65457818930041,3094.7017746913584,2.961,-0.0031,0.071,0,30.5,1,0,0,1,1,0,0,0
216600,406091.94520040863,79.0,3091.9460096657967,9.561,2.982,1,-0.0554,0.0,0.0717,0,28.65,406091.4093364198,79.48353909465021,3094.7727623456794,2.917,-0.0031,0.071,10,29.0,1,0,0,1,0,0,1,0
216601,406091.809120499,79.0,3092.060662655338,7.814,4.215,1,-0.1361,0.0,0.1147,0,28.65,406091.37705761316,79.43694272976681,3094.98392489712,2.987,-0.0323,0.2112,9,29.0,1,0,0,1,1,0,0,0
216602,406091.6610819309,79.0,3092.1769393987115,3.393,5.449,1,-0.148,0.0,0.1163,0,28.65,406091.34477880655,79.39034636488341,3095.19508744856,3.06,-0.0323,0.2112,8,29.0,1,0,0,1,1,0,0,0
216603,406091.51546143374,79.0,3092.3014440791735,1.131,4.421,1,-0.1456,0.0,0.1245,0,28.65,406091.2923525377,79.53106424325561,3095.4425582990402,3.193,-0.0524,0.2475,7,29.0,1,0,0,1,1,0,1,0
216604,406091.34235232265,79.0,3092.459639914181,-3.907,2.365,1,-0.1731,0.0,0.1582,0,28.65,406091.23656835844,79.67695949550374,3095.732538866027,3.344,-0.0558,0.29,6,29.0,1,0,0,1,1,0,0,0
216605,406091.2001365316,79.0,3092.6093695206555,-4.832,-1.028,1,-0.1422,0.0,0.1497,0,28.65,406091.18078417925,79.82285474775188,3096.0225194330133,3.511,-0.0558,0.29,5,29.0,1,0,0,1,1,0,1,0
216606,406091.0384956127,79.0,3092.7903245952457,-5.963,-3.496,1,-0.1616,0.0,0.181,0,28.65,406091.1413561195,79.81940316516791,3096.1920962886757,3.501,-0.0394,0.1696,4,29.0,1,0,0,1,1,0,0,0
216607,406090.86824645335,79.0,3092.989981308733,-4.215,-5.552,1,-0.1702,0.0,0.1997,0,28.65,406091.11507074634,79.74418544344528,3096.325980859117,3.427,-0.0263,0.1339,3,30.0,1,0,0,1,1,0,1,0
216608,406090.6902373153,79.0,3093.197290380251,-4.215,-5.552,1,-0.178,0.0,0.2073,0,28.65,406091.08878537314,79.66896772172264,3096.4598654295587,3.354,-0.0263,0.1339,2,30.0,1,0,0,1,1,0,0,0
216609,406090.54686842865,79.0,3093.363501333261,-5.86,-2.673,1,-0.1434,0.0,0.1662,0,28.65,406091.0696069154,79.55014514781509,3096.5149102863725,3.241,-0.0192,0.055,1,30.0,1,0,0,1,1,0,1,0
216610,406090.4900665484,79.0,3093.4717681257353,-6.58,-0.103,1,-0.0568,0.0,0.1083,0,28.65,406091.0464046103,79.36676343187672,3096.5203568575816,3.121,-0.0232,0.0054,10,30.0,1,1,0,0,0,0,0,1
216611,406090.56078119477,79.0,3093.6117856666897,-5.243,1.953,1,0.0707,0.0,0.14,0,28.65,406091.0517697402,79.35909228791782,3096.7114879050546,3.159,0.0054,0.1911,9,28.5,1,1,0,0,1,0,1,1
216612,406090.6992343841,79.0,3093.7714618368286,-2.056,2.776,1,0.1385,0.0,0.1597,0,28.65,406091.0571348701,79.3514211439589,3096.9026189525275,3.171,0.0054,0.1911,8,28.5,1,1,0,0,0,0,0,0
216613,406090.8699339475,79.0,3093.9472640594126,0.823,1.953,1,0.1707,0.0,0.1758,0,28.65,406091.0693399134,79.4426140959726,3097.060079301685,3.15,0.0122,0.1575,7,28.5,1,1,0,0,1,0,1,0
216614,406091.05378197826,79.0,3094.1364362273976,2.776,-0.925,1,0.1838,0.0,0.1892,0,28.65,406091.08154495666,79.5338070479863,3097.217539650843,3.127,0.0122,0.1575,6,28.5,1,1,0,0,1,0,0,0
216615,406091.2014609033,79.0,3094.2945986325867,3.496,-2.776,1,0.1477,0.0,0.1582,0,28.65,406091.0960299711,79.6683713653242,3097.405443100562,3.184,0.0145,0.1879,5,28.5,1,1,0,0,1,0,1,0
216616,406091.3683569345,79.0,3094.478210814021,5.552,-5.449,1,0.1669,0.0,0.1836,0,28.65,406091.11610331404,79.75808091021614,3097.6244620670413,3.246,0.0201,0.219,4,28.5,1,1,0,0,1,0,0,0
216617,406091.5056572463,79.0,3094.638726886507,6.888,-5.757,1,0.1373,0.0,0.1605,0,28.65,406091.13617665705,79.84779045510807,3097.8434810335207,3.336,0.0201,0.219,3,28.5,1,1,0,0,1,0,0,0
216618,406091.6609173574,79.0,3094.828607833994,10.59,-3.907,1,0.1553,0.0,0.1899,0,28.65,406091.1428677714,79.76311030340538,3097.958154022347,3.263,0.0067,0.1147,2,28.5,1,1,0,0,1,0,0,0
216619,406091.60458398395,79.0,3094.964357960272,10.487,-0.308,1,-0.0563,0.0,0.1358,0,28.65,406091.1495588857,79.67843015170268,3098.0728270111736,3.214,0.0067,0.1147,1,28.5,1,0,0,1,1,0,1,0
216620,406091.5632968029,79.0,3095.0245460341607,8.431,1.337,1,-0.0413,0.0,0.0602,0,28.65,406091.15625,79.59375,3098.1875,3.244,0.0067,0.1147,10,28.5,1,0,0,1,0,0,1,1
216621,406091.43645595177,79.0,3095.135009704636,3.907,3.29,1,-0.1268,0.0,0.1105,0,28.65,406091.1666666667,79.39583333333333,3098.2083333333335,3.11,0.0104,0.0208,9,27.0,1,0,0,1,1,0,0,0
216622,406091.29698862793,79.0,3095.2567124582015,2.056,3.29,1,-0.1395,0.0,0.1217,0,28.65,406091.1423611111,79.37847222222221,3098.409722222222,3.179,-0.0243,0.2014,8,27.0,1,0,0,1,0,0,1,0
216623,406091.1257302583,79.0,3095.4117862816747,-2.467,3.29,1,-0.1713,0.0,0.1551,0,28.65,406091.11574074073,79.46064814814814,3098.627314814815,3.248,-0.0266,0.2176,7,27.0,1,0,0,1,1,0,0,0
216624,406090.9817401384,79.0,3095.5583684424337,-4.626,1.337,1,-0.144,0.0,0.1466,0,28.65,406091.08912037034,79.54282407407408,3098.8449074074074,3.333,-0.0266,0.2176,6,27.0,1,0,0,1,1,0,1,0
216625,406090.8188260125,79.0,3095.737347258628,-8.225,-0.72,1,-0.1629,0.0,0.179,0,28.65,406091.0594135802,79.67438271604938,3099.063271604938,3.402,-0.0297,0.2184,5,27.0,1,0,0,1,1,0,0,0
216626,406090.6875549066,79.0,3095.900020044483,-10.487,-3.187,1,-0.1313,0.0,0.1627,0,28.65,406091.01877572015,79.76208847736625,3099.3025977366256,3.503,-0.0406,0.2393,4,28.0,1,0,0,1,1,0,1,0
216627,406090.54219710594,79.0,3096.0958973398165,-13.982,-5.449,1,-0.1454,0.0,0.1959,0,28.65,406090.99168381345,79.77889231824416,3099.4933984910836,3.515,-0.0271,0.1908,3,28.0,1,0,0,1,1,0,0,0
216628,406090.39586158295,79.0,3096.314214236789,-12.543,-6.786,1,-0.1463,0.0,0.2183,0,28.65,406090.96459190676,79.79569615912209,3099.684199245542,3.509,-0.0271,0.1908,2,28.0,1,0,0,1,1,0,1,0
216629,406090.24610665085,79.0,3096.543001746211,-13.263,-5.963,1,-0.1498,0.0,0.2288,0,28.65,406090.9451446045,79.72838077274805,3099.768632830361,3.38,-0.0194,0.0844,1,28.0,1,0,0,1,1,0,0,0
216630,406090.12854332605,79.0,3096.7283866877383,-12.954,-4.112,1,-0.1176,0.0,0.1854,0,28.65,406090.9256973022,79.66106538637402,3099.8530664151804,3.292,-0.0194,0.0844,0,28.0,1,0,0,1,1,0,1,0
216631,406089.99534187623,79.0,3096.939725087885,-13.982,-0.925,1,-0.1332,0.0,0.2113,0,28.65,406090.91921486816,79.44071025758268,3099.8916276101204,3.124,-0.0065,0.0386,10,28.0,1,0,0,1,1,0,0,0
216632,406089.9754509278,79.0,3097.0232389269427,-12.646,0.617,1,-0.0199,0.0,0.0835,0,28.65,406090.9127324341,79.22035512879134,3099.9301888050604,3.062,-0.0065,0.0386,9,26.5,1,1,0,0,0,0,1,1
216633,406090.0742838022,79.0,3097.138524765443,-10.898,1.851,1,0.0988,0.0,0.1153,0,28.65,406090.9314049561,79.26148675252756,3100.0888758700403,3.083,0.0187,0.1587,8,26.5,1,1,0,0,1,0,0,0
216634,406090.21416880365,79.0,3097.2493168920573,-9.253,1.542,1,0.1399,0.0,0.1108,0,28.65,406090.9500774781,79.30261837626378,3100.24756293502,3.102,0.0187,0.1587,7,26.5,1,1,0,0,0,0,1,0
216635,406090.39599941025,79.0,3097.3857786790277,-7.197,-0.206,1,0.1818,0.0,0.1365,0,28.65,406090.9979683187,79.47257891750918,3100.4671252900134,3.175,0.0479,0.2196,6,26.5,1,1,0,0,1,0,0,0
216636,406090.55815711856,79.0,3097.5102887609632,-5.346,-1.851,1,0.1622,0.0,0.1245,0,28.65,406091.0507288791,79.63796927833945,3100.717666860009,3.307,0.0528,0.2505,5,26.5,1,1,0,0,1,0,1,0
216637,406090.74666557834,79.0,3097.6613443680835,-4.01,-3.701,1,0.1885,0.0,0.1511,0,28.65,406091.1034894396,79.80335963916973,3100.968208430005,3.422,0.0528,0.2505,4,26.5,1,1,0,0,1,0,0,0
216638,406090.90645644895,79.0,3097.7961849137605,-2.57,-4.832,1,0.1598,0.0,0.1348,0,28.65,406091.15625,79.96875,3101.21875,3.566,0.0528,0.2505,3,26.5,1,1,0,0,1,0,1,0
216639,406091.0896167426,79.0,3097.957546478506,-0.514,-4.318,1,0.1832,0.0,0.1614,0,28.65,406091.1666666667,79.91666666666667,3101.2916666666665,3.459,0.0104,0.0729,2,26.5,1,1,0,0,1,0,0,0
216640,406091.24224506883,79.0,3098.1016234583076,-0.308,-0.411,1,0.1526,0.0,0.1441,0,28.65,406091.1770833334,79.86458333333334,3101.364583333333,3.376,0.0104,0.0729,1,26.5,1,1,0,0,1,0,1,0
216641,406091.2340810395,79.0,3098.2726346616428,-1.953,2.056,1,-0.0082,0.0,0.171,0,28.65,406091.19097222225,79.68055555555556,3101.4201388888887,3.221,0.0139,0.0556,10,25.0,1,0,0,1,1,0,0,0
216642,406091.21515456616,79.0,3098.3489070648416,-3.907,2.982,1,-0.0189,0.0,0.0763,0,28.65,406091.2002314815,79.56828703703704,3101.6238425925926,3.324,0.0093,0.2037,9,25.0,1,0,0,1,0,0,1,1
216643,406091.11931547086,79.0,3098.488456446732,-6.066,2.982,1,-0.0958,0.0,0.1395,0,28.65,406091.2094907408,79.45601851851852,3101.8275462962965,3.371,0.0093,0.2037,8,25.0,1,0,0,1,0,0,0,0
