player_yaw,player_pitch,target_dist,ideal_yaw,ideal_pitch,yaw_error,pitch_error,on_ground,out_w,out_a,out_s,out_d,out_sprint,out_left_click,out_right_click
-28.99,6.99,2.687,-29.58,0.64,-0.59,-6.35,1,1,1,0,0,0,0,0
-25.39,2.67,2.835,-26.53,-2.28,-1.14,-4.96,1,1,1,0,0,0,0,0
-21.69,-2.67,3.012,-24.04,-4.9,-2.35,-2.23,1,1,1,0,0,0,0,0
-17.99,-7.61,3.144,-21.86,-6.56,-3.86,1.04,1,1,1,0,0,0,0,0
-16.35,-9.25,3.276,-20.0,-8.1,-3.66,1.15,1,1,1,0,0,0,0,0
-15.63,-8.84,3.295,-18.14,-7.71,-2.51,1.14,1,1,1,0,0,0,0,0
-14.29,-7.09,3.315,-16.36,-7.31,-2.07,-0.22,1,1,1,0,0,0,0,0
-13.57,-4.52,3.22,-13.72,-4.33,-0.15,0.2,1,1,1,0,0,0,0,0
-12.65,-0.72,3.157,-11.43,-1.2,1.22,-0.48,1,1,1,0,0,0,0,0
-12.44,2.16,3.142,-9.39,-0.34,3.05,-2.5,1,1,1,0,0,0,0,0
-12.34,3.19,3.106,-6.79,0.54,5.54,-2.65,1,1,1,0,0,0,0,0
-11.21,3.29,3.113,-4.09,-2.08,7.12,-5.37,1,1,1,0,0,0,0,0
-6.37,2.36,3.137,-1.55,-4.7,4.82,-7.07,1,1,1,0,0,0,0,0
0.62,-0.51,3.112,0.99,-6.64,0.38,-6.13,1,1,1,0,0,0,0,0
2.88,-2.78,3.082,3.37,-8.65,0.49,-5.87,1,1,1,0,0,0,0,0
4.73,-3.6,2.974,5.85,-8.59,1.12,-5.0,1,1,1,0,0,0,0,0
8.74,-2.57,2.842,9.12,-8.61,0.38,-6.04,1,1,1,0,0,0,0,0
13.37,0.31,2.73,12.49,-5.14,-0.87,-5.45,1,0,1,0,0,0,0,0
15.52,3.5,2.564,16.54,-1.49,1.01,-4.99,1,1,1,0,0,0,0,0
17.27,6.79,2.544,19.79,-0.42,2.52,-7.2,1,1,1,0,0,0,0,0
19.02,7.61,2.499,23.64,0.67,4.62,-6.94,1,1,1,0,0,0,0,0
24.98,7.3,2.515,27.37,-2.6,2.39,-9.9,1,1,1,0,0,0,0,0
31.15,5.24,2.556,29.97,-5.83,-1.18,-11.08,1,1,1,0,0,0,0,0
35.47,1.85,2.56,32.08,-8.18,-3.39,-10.03,1,1,1,0,0,0,0,0
36.6,0.1,2.562,33.87,-10.57,-2.73,-10.68,1,1,1,0,0,0,0,0
36.91,-0.1,2.577,36.21,-10.04,-0.7,-9.94,1,0,1,0,0,0,0,0
37.73,1.34,2.615,39.22,-9.43,1.49,-10.76,1,0,1,0,0,0,0,0
41.23,5.24,2.499,43.04,-5.65,1.81,-10.9,1,1,1,0,0,0,0,0
45.44,8.94,2.353,47.27,-1.63,1.82,-10.58,1,1,1,0,0,0,0,0
50.69,10.69,2.424,50.6,-0.44,-0.09,-11.13,1,1,1,0,0,0,0,0
54.7,9.25,2.505,52.41,0.67,-2.28,-8.58,1,1,1,0,0,0,0,0
57.37,6.17,2.693,53.25,-2.42,-4.11,-8.59,1,1,1,0,0,0,0,0
60.35,3.91,2.878,53.73,-5.15,-6.62,-9.05,1,1,1,0,0,0,0,0
62.71,1.85,3.021,54.35,-6.85,-8.36,-8.7,1,1,1,0,0,0,0,0
63.33,0.93,3.129,55.31,-8.51,-8.02,-9.44,1,1,1,0,0,0,0,0
63.02,0.41,3.247,56.46,-7.83,-6.57,-8.24,1,0,1,0,0,0,0,0
62.51,0.41,3.387,58.03,-7.15,-4.48,-7.56,1,0,1,0,0,0,0,0
61.58,2.06,3.352,60.03,-4.15,-1.55,-6.21,1,1,1,0,0,0,0,0
61.28,4.32,3.293,62.17,-1.15,0.9,-5.47,1,1,1,0,0,0,0,0
61.79,5.96,3.341,64.66,-0.32,2.87,-6.28,1,1,1,0,0,0,0,0
63.95,6.27,3.415,66.29,0.49,2.34,-5.78,1,1,1,0,0,0,0,0
69.09,5.45,3.495,68.56,-1.85,-0.53,-7.3,1,1,1,0,0,0,0,0
74.02,4.11,3.562,70.82,-4.12,-3.21,-8.23,1,1,1,0,0,0,0,0
75.36,2.06,3.564,73.34,-5.76,-2.02,-7.81,1,1,1,0,0,0,0,0
75.87,0.1,3.563,75.82,-7.42,-0.05,-7.52,1,1,1,0,0,0,0,0
76.7,-2.16,3.485,78.69,-7.26,1.99,-5.1,1,1,1,0,0,0,0,0
78.03,-2.98,3.446,80.8,-7.02,2.76,-4.04,1,1,1,0,0,0,0,0
81.84,-2.06,3.328,82.87,-4.18,1.03,-2.13,1,1,1,0,0,0,0,0
85.74,0.51,3.191,85.47,-1.19,-0.27,-1.7,1,1,1,0,0,0,0,0
87.39,4.22,3.32,84.11,-0.32,-3.28,-4.53,1,0,0,0,1,0,0,0
85.85,6.27,3.481,81.53,0.48,-4.31,-5.79,1,0,0,0,1,0,0,0
82.97,7.2,3.621,78.61,-1.78,-4.36,-8.98,1,1,0,0,1,0,0,0
80.6,6.58,3.729,75.51,-3.93,-5.09,-10.51,1,1,0,0,1,0,0,0
76.29,3.19,3.783,72.25,-5.41,-4.03,-8.6,1,1,0,0,1,0,0,0
69.71,-1.34,3.829,69.05,-6.88,-0.66,-5.54,1,1,0,0,1,0,0,0
62.61,-4.83,3.772,65.91,-6.69,3.3,-1.85,1,1,0,0,1,0,0,0
59.73,-5.14,3.701,62.92,-6.51,3.19,-1.37,1,1,0,0,1,0,0,0
59.42,-4.01,3.542,59.68,-3.92,0.25,0.09,1,1,0,0,1,0,0,0
58.6,-2.98,3.481,56.29,-1.09,-2.31,1.89,1,0,0,0,1,0,0,0
55.72,-1.34,3.314,52.37,1.67,-3.35,3.01,1,1,0,0,1,0,0,0
52.02,0.82,3.162,49.07,4.67,-2.95,3.85,1,1,0,0,1,0,0,0
45.34,3.7,2.869,44.88,6.21,-0.46,2.51,1,1,0,0,1,0,0,0
39.17,6.99,2.835,42.19,4.72,3.02,-2.27,1,1,0,0,1,0,0,0
31.56,9.25,2.896,41.09,1.74,9.53,-7.51,1,1,0,0,1,0,0,0
26.11,10.9,2.957,40.63,-1.16,14.51,-12.05,1,1,0,0,1,0,0,0
22.52,10.28,3.025,40.35,-4.09,17.83,-14.37,1,1,0,0,1,0,0,0
23.75,6.58,3.073,40.14,-7.0,16.39,-13.58,1,1,0,0,1,0,0,0
28.48,0.51,3.134,39.19,-7.83,10.72,-8.35,1,0,0,0,1,0,0,0
32.59,-1.44,3.244,37.91,-8.5,5.32,-7.06,1,0,0,0,1,0,0,0
33.31,0.31,3.203,36.19,-6.78,2.88,-7.09,1,1,0,0,1,0,0,0
31.87,4.22,3.137,34.42,-5.07,2.55,-9.28,1,1,0,0,1,0,0,0
28.38,8.43,2.988,32.28,-0.79,3.9,-9.22,1,1,0,0,1,0,0,0
25.39,10.28,3.044,30.81,-0.04,5.42,-10.32,1,1,0,0,1,0,0,0
23.03,10.38,3.138,29.47,-1.29,6.44,-11.67,1,1,0,0,1,0,0,0
20.15,9.15,3.231,28.4,-2.47,8.25,-11.62,1,1,0,0,1,0,0,0
16.55,6.48,3.29,26.52,-4.69,9.96,-11.17,1,1,0,0,1,0,0,0
16.14,1.95,3.331,24.58,-6.9,8.44,-8.85,1,1,0,0,1,0,0,0
18.2,-4.01,3.292,22.21,-7.75,4.01,-3.74,1,1,0,0,1,0,0,0
19.12,-6.58,3.297,20.39,-8.52,1.27,-1.94,1,1,0,0,1,0,0,0
18.61,-5.14,3.31,18.39,-6.65,-0.22,-1.51,1,0,0,0,1,0,0,0
16.66,-1.44,3.353,15.91,-4.78,-0.74,-3.34,1,0,0,0,1,0,0,0
13.47,2.06,3.259,12.89,-0.76,-0.58,-2.82,1,1,0,0,1,0,0,0
10.28,2.67,3.331,10.05,-0.05,-0.23,-2.73,1,1,0,0,1,0,0,0
6.58,-0.21,3.409,7.38,-1.2,0.8,-0.99,1,1,0,0,1,0,0,0
4.93,-3.91,3.503,5.7,-2.28,0.76,1.63,1,1,0,0,1,0,0,0
1.95,-8.33,3.582,3.72,-4.3,1.77,4.03,1,1,0,0,1,0,0,0
0.31,-10.28,3.649,1.73,-6.27,1.42,4.01,1,1,0,0,1,0,0,0
-2.06,-10.9,3.629,-0.6,-7.0,1.45,3.9,1,1,0,0,1,0,0,0
-4.32,-10.38,3.605,-2.93,-7.75,1.39,2.63,1,1,0,0,1,0,0,0
-7.4,-9.15,3.494,-5.59,-6.29,1.81,2.86,1,1,0,0,1,0,0,0
-9.56,-7.92,3.472,-8.35,-4.61,1.21,3.31,1,0,0,0,1,0,0,0
-12.54,-6.58,3.424,-11.34,-0.72,1.2,5.86,1,0,0,0,1,0,0,0
-14.39,-5.65,3.326,-14.24,3.25,0.15,8.91,1,1,0,0,1,0,0,0
-16.96,-4.63,3.09,-18.33,4.92,-1.37,9.55,1,1,0,0,1,0,0,0
-19.33,-3.39,2.846,-23.0,6.87,-3.67,10.27,1,1,0,0,1,0,0,0
-22.72,-2.06,2.585,-29.33,8.12,-6.6,10.17,1,1,0,0,1,0,0,0
-26.01,-0.72,2.622,-35.5,5.91,-9.48,6.63,1,1,0,0,1,0,0,0
-33.21,-0.41,2.747,-40.73,2.36,-7.52,2.77,1,1,0,0,1,0,0,0
-40.71,-0.0,2.898,-44.4,-0.93,-3.69,-0.93,1,1,0,0,1,0,0,0
-49.66,0.1,3.085,-46.12,-3.85,3.54,-3.95,1,1,0,0,1,0,0,0
-55.31,0.1,3.236,-47.91,-6.55,7.41,-6.65,1,1,0,0,1,0,0,0
-57.37,-0.51,3.37,-49.9,-7.21,7.46,-6.69,1,0,0,0,1,0,0,0
-58.19,-1.13,3.536,-51.87,-7.74,6.32,-6.61,1,0,0,0,1,0,0,0
-59.12,-1.34,3.627,-54.12,-5.93,5.0,-4.6,1,0,0,0,1,0,0,0
-59.32,-1.34,3.644,-56.06,-4.33,3.26,-2.99,1,1,0,0,1,0,0,0
-59.84,-1.13,3.541,-58.22,-0.66,1.61,0.47,1,1,0,0,1,0,0,0
-60.04,-1.03,3.462,-59.68,3.14,0.36,4.17,1,1,0,0,1,0,0,0
-61.17,-0.93,3.265,-61.77,4.67,-0.6,5.6,1,1,0,0,1,0,0,0
-63.85,-0.93,3.073,-63.99,6.37,-0.15,7.3,1,1,0,0,1,0,0,0
-67.65,-1.44,3.084,-67.66,4.72,-0.01,6.16,1,1,0,0,1,0,0,0
-70.22,-1.54,3.077,-71.79,3.08,-1.57,4.63,1,1,0,0,1,0,0,0
-73.82,-1.34,3.211,-74.62,-0.37,-0.8,0.96,1,1,0,0,1,0,0,0
-76.49,-1.13,3.331,-77.61,-3.61,-1.12,-2.48,1,1,0,0,1,0,0,0
-79.88,-1.34,3.409,-80.67,-5.5,-0.79,-4.17,1,1,0,0,1,0,0,0
-83.59,-2.06,3.603,-82.87,-7.08,0.71,-5.02,1,0,0,0,1,0,0,0
-87.08,-2.57,3.743,-85.33,-6.58,1.75,-4.01,1,0,0,0,1,0,0,0
-90.06,-2.57,3.808,-87.69,-6.24,2.37,-3.67,1,1,0,0,1,0,0,0
-92.32,-1.64,3.729,-90.21,-3.67,2.12,-2.02,1,1,0,0,1,0,0,0
-93.25,-0.82,3.632,-92.75,-1.02,0.5,-0.19,1,1,0,0,1,0,0,0
-94.69,0.1,3.45,-95.93,1.62,-1.24,1.52,1,1,0,0,1,0,0,0
-97.16,0.93,3.273,-99.38,4.53,-2.22,3.6,1,1,0,0,1,0,0,0
-100.86,1.64,2.971,-104.09,6.01,-3.23,4.36,1,1,0,0,1,0,0,0
-103.84,2.16,2.712,-108.54,7.69,-4.7,5.53,1,1,0,0,1,0,0,0
-105.59,2.67,2.408,-111.17,9.07,-5.58,6.39,1,1,1,0,0,0,0,0
-106.1,3.08,2.102,-112.64,10.83,-6.54,7.74,1,1,1,0,0,0,0,0
-106.82,3.6,2.37,-115.39,15.49,-8.57,11.89,0,1,1,0,0,0,0,0
-107.13,3.91,2.536,-117.77,18.11,-10.65,14.21,0,1,1,0,0,0,0,0
-107.13,3.91,2.664,-117.98,17.24,-10.85,13.33,0,1,1,0,0,0,0,0
-106.1,3.39,2.765,-118.02,14.94,-11.92,11.55,0,0,1,0,0,0,0,0
-105.59,2.67,2.824,-117.27,12.9,-11.68,10.23,0,0,1,0,0,0,0,0
-106.92,2.26,2.866,-116.44,9.46,-9.52,7.19,0,1,1,0,0,0,0,0
-108.57,1.85,2.857,-115.08,7.22,-6.52,5.37,0,1,1,0,0,0,0,0
-110.21,1.34,2.848,-114.13,3.45,-3.91,2.11,0,1,1,0,0,0,0,0
-110.42,1.34,2.79,-113.06,1.31,-2.64,-0.03,0,1,1,0,0,0,0,0
-110.01,1.34,2.739,-112.04,-1.35,-2.03,-2.69,1,1,1,0,0,0,0,0
-108.16,1.85,2.826,-109.26,-0.35,-1.1,-2.2,1,1,1,0,0,0,0,0
-106.2,2.36,3.002,-106.6,0.57,-0.4,-1.79,1,0,1,0,0,0,0,0
-104.76,2.47,3.223,-103.72,-2.0,1.04,-4.47,1,1,1,0,0,0,0,0
-102.61,1.75,3.437,-101.59,-4.27,1.01,-6.02,1,1,1,0,0,0,0,0
-99.01,0.82,3.571,-99.35,-5.74,-0.35,-6.57,1,1,1,0,0,0,0,0
-96.44,-0.21,3.688,-97.13,-7.15,-0.69,-6.95,1,1,1,0,0,0,0,0
-92.43,-1.23,3.709,-94.57,-6.8,-2.14,-5.57,1,1,1,0,0,0,0,0
-90.27,-1.85,3.721,-92.13,-6.47,-1.86,-4.62,1,1,1,0,0,0,0,0
-88.21,-1.85,3.627,-89.62,-3.83,-1.41,-1.98,1,1,1,0,0,0,0,0
-85.44,-1.44,3.537,-87.14,-1.07,-1.7,0.37,1,1,1,0,0,0,0,0
-83.48,-0.72,3.359,-84.11,1.65,-0.63,2.37,1,1,1,0,0,0,0,0
-81.43,-0.0,3.227,-81.79,4.58,-0.36,4.58,1,1,1,0,0,0,0,0
-77.11,1.13,2.992,-78.09,5.96,-0.98,4.83,1,1,1,0,0,0,0,0
-73.61,2.16,2.767,-74.06,7.54,-0.45,5.38,1,1,1,0,0,0,0,0
-67.96,3.7,2.789,-70.46,5.53,-2.5,1.83,1,1,1,0,0,0,0,0
-62.61,4.93,2.788,-66.46,3.56,-3.85,-1.37,1,1,1,0,0,0,0,0
-56.65,6.79,2.9,-64.13,-0.31,-7.48,-7.1,1,1,1,0,0,0,0,0
-52.84,7.3,3.003,-62.09,-3.97,-9.24,-11.27,1,1,1,0,0,0,0,0
-51.3,6.89,3.094,-61.49,-6.06,-10.19,-12.95,1,1,1,0,0,0,0,0
-52.64,5.14,3.193,-61.3,-8.03,-8.66,-13.17,1,1,1,0,0,0,0,0
-53.67,4.52,3.201,-60.75,-7.74,-7.09,-12.27,1,1,1,0,0,0,0,0
-53.56,4.73,3.212,-60.2,-7.46,-6.64,-12.19,1,1,1,0,0,0,0,0
-53.15,4.73,3.181,-60.06,-4.32,-6.91,-9.05,1,1,1,0,0,0,0,1
-52.43,4.83,3.184,-60.31,-1.16,-7.87,-5.99,1,1,1,0,0,0,0,1
-51.3,4.83,3.172,-58.9,-0.31,-7.6,-5.14,1,1,1,0,0,0,0,0
-50.58,4.32,3.125,-56.99,0.55,-6.41,-3.77,1,1,1,0,0,0,0,0
-50.27,3.5,3.104,-54.98,-2.08,-4.7,-5.58,1,1,1,0,0,0,0,0
-50.27,2.78,3.067,-52.46,-4.81,-2.18,-7.59,1,1,1,0,0,0,0,0
-51.51,1.03,2.984,-51.73,-6.94,-0.22,-7.97,1,1,0,0,0,0,0,0
-51.92,-0.1,2.903,-51.68,-9.22,0.24,-9.12,1,1,0,0,0,0,0,0
-52.02,-0.31,2.709,-51.38,-9.51,0.64,-9.2,1,1,0,0,0,0,0,0
-52.43,0.41,2.493,-51.12,-9.93,1.31,-10.34,1,1,0,0,0,0,0,0
-52.84,1.44,2.331,-50.88,-6.09,1.96,-7.53,1,1,0,0,0,0,0,1
-53.05,2.26,2.733,-50.75,6.16,2.3,3.89,0,1,0,0,0,0,0,1
-53.15,2.57,2.934,-50.69,14.06,2.46,11.49,0,1,0,0,0,0,0,0
-53.15,2.57,3.264,-50.64,15.82,2.51,13.25,0,1,0,0,0,0,0,0
-53.15,2.57,3.569,-50.71,14.67,2.44,12.1,0,1,0,0,0,0,0,0
-53.15,2.57,3.824,-50.76,12.67,2.4,10.1,0,1,0,0,0,0,0,0
-52.95,2.57,4.052,-50.68,9.35,2.27,6.78,0,1,0,0,0,0,0,0
-52.54,2.47,4.257,-50.6,5.37,1.94,2.91,0,1,0,0,0,0,0,0
-52.33,2.26,4.409,-50.54,1.96,1.79,-0.3,0,1,0,0,0,0,0,0
-52.23,2.26,4.555,-50.48,-2.2,1.75,-4.47,0,1,0,0,0,0,0,0
-51.92,1.95,4.632,-50.48,-4.67,1.44,-6.62,1,1,0,0,0,0,0,0
-50.99,1.54,4.578,-49.29,-3.45,1.71,-5.0,1,1,1,0,0,0,0,0
-48.94,0.82,4.425,-47.37,-0.55,1.57,-1.37,1,1,1,0,0,0,0,0
-45.75,0.31,4.267,-45.01,2.54,0.74,2.23,1,1,1,0,0,0,0,0
-42.05,-0.41,3.981,-42.02,3.83,0.03,4.24,1,1,1,0,0,0,0,0
-38.25,-0.62,3.693,-38.57,5.31,-0.33,5.92,1,1,1,0,0,0,0,0
-34.54,-0.62,3.361,-33.37,6.26,1.17,6.88,1,1,1,0,0,0,0,0
-31.25,-0.31,3.084,-28.15,7.29,3.11,7.6,1,1,1,0,0,0,0,0
-25.91,0.72,2.769,-23.76,8.28,2.15,7.56,1,1,1,0,0,0,0,0
-19.84,2.06,2.461,-18.63,9.49,1.21,7.43,1,1,1,0,0,0,0,0
-12.75,4.42,2.413,-17.03,7.09,-4.29,2.67,1,1,1,0,0,0,0,0
-7.61,6.58,2.355,-15.75,4.59,-8.14,-1.99,1,1,1,0,0,0,0,0
-5.35,7.51,2.429,-15.27,-0.13,-9.92,-7.64,1,1,1,0,0,0,0,0
-5.04,7.61,2.529,-15.49,-4.64,-10.46,-12.25,1,1,1,0,0,0,0,0
-8.22,6.68,2.562,-17.35,-7.33,-9.13,-14.01,1,1,0,0,0,0,0,0
-12.95,5.24,2.623,-20.25,-9.88,-7.29,-15.12,1,1,0,0,0,0,0,0
-15.63,5.65,2.608,-23.04,-9.63,-7.41,-15.28,1,1,0,0,0,0,0,0
-16.35,6.17,2.7,-25.31,-8.97,-8.97,-15.14,1,1,0,0,0,0,0,1
-17.38,6.48,2.71,-26.81,-5.1,-9.43,-11.58,1,1,0,0,0,0,0,1
-20.05,6.17,2.742,-28.17,-1.35,-8.12,-7.52,1,1,0,0,0,0,0,1
-25.7,4.93,2.765,-29.14,-0.36,-3.44,-5.29,1,1,0,0,0,0,0,0
-30.84,3.8,2.767,-29.89,0.62,0.96,-3.18,1,1,0,0,0,0,0,0
-34.65,2.88,2.787,-29.65,-2.33,5.0,-5.2,1,1,0,0,0,0,0,0
-36.5,2.36,2.8,-31.14,-5.29,5.36,-7.66,1,1,0,0,1,0,0,0
-38.35,1.64,2.788,-33.1,-7.46,5.25,-9.1,1,1,0,0,1,0,0,0
-39.27,1.34,2.79,-35.12,-9.63,4.15,-10.97,1,1,0,0,1,0,0,0
-39.58,1.34,2.685,-38.13,-9.6,1.46,-10.94,1,1,0,0,1,0,0,0
-41.23,1.54,2.573,-41.77,-9.59,-0.55,-11.14,1,1,0,0,1,0,0,0
-44.0,2.06,2.406,-45.01,-5.89,-1.01,-7.94,1,1,0,0,1,0,0,0
-46.88,2.67,2.229,-49.16,-1.73,-2.28,-4.4,1,1,0,0,1,0,0,0
-50.07,3.19,2.009,-53.78,2.78,-3.71,-0.41,1,1,0,0,1,0,0,0
-52.43,3.19,2.083,-56.56,2.5,-4.13,-0.69,1,1,0,0,1,0,0,0
-56.24,2.78,2.23,-58.6,-0.22,-2.36,-3.0,1,1,0,0,1,0,0,0
-59.53,2.36,2.371,-60.18,-2.64,-0.65,-5.01,1,1,0,0,1,0,0,0
-62.1,1.85,2.472,-59.91,-5.84,2.18,-7.69,1,1,0,0,0,0,0,0
-61.89,1.75,2.623,-56.21,-8.66,5.68,-10.41,1,1,1,0,0,0,0,0
-58.19,1.23,2.726,-51.97,-9.34,6.23,-10.57,1,1,1,0,0,0,0,0
-52.02,1.03,2.843,-47.82,-9.92,4.2,-10.94,1,1,1,0,0,0,0,0
-46.57,2.16,2.858,-44.09,-7.72,2.49,-9.88,1,1,1,0,0,0,0,0
-40.3,3.5,2.854,-39.93,-5.63,0.37,-9.13,1,1,1,0,0,0,0,0
-35.16,3.8,2.845,-37.98,-0.86,-2.82,-4.66,1,1,1,0,0,0,0,1
-31.87,3.8,2.964,-37.18,-0.05,-5.31,-3.86,1,1,1,0,0,0,0,1
-30.74,3.7,3.028,-35.36,-1.34,-4.62,-5.05,1,1,1,0,0,0,0,0
-30.02,3.39,3.053,-33.05,-2.62,-3.03,-6.02,1,1,1,0,0,0,0,0
-29.3,2.78,3.06,-31.19,-5.06,-1.89,-7.84,1,1,1,0,0,0,0,0
-28.89,1.85,3.048,-28.84,-7.58,0.05,-9.43,1,1,1,0,0,0,0,0
-28.17,0.93,3.065,-26.93,-10.06,1.24,-10.98,1,1,1,0,0,0,0,0
-27.14,0.51,2.939,-23.96,-10.52,3.18,-11.04,1,1,1,0,0,0,0,0
-24.26,0.93,2.796,-20.96,-8.57,3.31,-9.5,1,1,1,0,0,0,0,0
-19.95,1.95,2.645,-17.4,-6.45,2.55,-8.41,1,1,1,0,0,0,0,0
-14.09,3.29,2.44,-13.8,-1.25,0.29,-4.54,1,1,1,0,0,0,0,0
-9.87,4.11,2.524,-11.92,-0.22,-2.05,-4.33,1,1,1,0,0,0,0,0
-6.37,4.52,2.67,-10.8,-1.63,-4.43,-6.15,1,1,1,0,0,0,0,0
-4.83,4.11,2.809,-10.01,-2.91,-5.18,-7.02,1,1,1,0,0,0,0,0
-3.08,3.08,2.939,-8.77,-5.31,-5.68,-8.4,1,1,1,0,0,0,0,0
-2.26,2.06,3.088,-8.1,-7.49,-5.84,-9.54,1,1,1,0,0,0,0,0
-2.78,1.03,3.171,-7.39,-8.08,-4.61,-9.11,1,1,1,0,0,0,0,0
-3.19,0.93,3.257,-6.76,-8.64,-3.57,-9.56,1,1,1,0,0,0,0,0
-3.29,0.93,3.248,-5.77,-6.79,-2.48,-7.71,1,1,1,0,0,0,0,0
-3.5,1.44,3.215,-4.25,-4.99,-0.76,-6.43,1,1,1,0,0,0,0,0
-3.6,2.26,3.195,-4.11,-0.78,-0.52,-3.04,1,1,1,0,0,0,0,1
-3.6,2.67,3.277,-3.73,-0.06,-0.14,-2.73,1,1,1,0,0,0,0,1
-3.6,2.67,3.363,-3.42,-1.21,0.17,-3.89,1,1,1,0,0,0,0,1
-3.39,2.67,3.384,-1.95,-2.36,1.44,-5.04,1,1,1,0,0,0,0,0
-1.23,2.26,3.304,-0.9,-4.68,0.33,-6.94,1,1,0,0,0,0,0,0
-0.1,1.44,3.231,-0.68,-7.13,-0.57,-8.56,1,1,0,0,0,0,0,0
-0.1,0.51,3.125,-0.68,-9.85,-0.58,-10.36,1,1,0,0,0,0,0,0
-0.31,0.41,2.932,-0.63,-10.55,-0.32,-10.96,1,1,0,0,0,0,0,0
-0.51,0.41,2.67,-0.67,-9.02,-0.16,-9.43,1,1,0,0,0,0,0,0
-1.03,0.72,2.439,-0.71,-7.04,0.32,-7.76,1,1,0,0,0,0,0,0
-2.36,1.54,2.186,-3.2,-1.4,-0.83,-2.94,1,1,0,0,1,0,0,0
-4.93,2.26,2.249,-6.16,-0.24,-1.23,-2.51,1,1,0,0,1,0,0,0
-8.12,2.78,2.403,-8.79,-1.82,-0.66,-4.59,1,1,0,0,1,0,0,0
-11.93,2.78,2.556,-11.03,-3.21,0.89,-5.98,1,1,0,0,1,0,0,0
-16.55,2.36,2.707,-13.53,-5.79,3.02,-8.16,1,1,0,0,1,0,0,0
-19.74,1.85,2.872,-15.13,-8.09,4.61,-9.94,1,1,0,0,1,0,0,0
-22.62,1.34,2.96,-16.6,-8.7,6.02,-10.04,1,1,0,0,1,0,0,0
-23.65,1.34,3.044,-17.79,-9.28,5.86,-10.62,1,1,0,0,1,0,0,0
-24.26,1.54,3.031,-19.2,-7.31,5.06,-8.85,1,1,0,0,1,0,0,0
-24.67,1.85,3.021,-20.55,-5.33,4.13,-7.18,1,1,0,0,1,0,0,0
-25.39,2.16,2.901,-22.69,-0.86,2.7,-3.02,1,1,0,0,1,0,0,0
-25.81,2.36,2.98,-23.28,-0.06,2.53,-2.43,1,1,0,0,1,0,0,1
-26.32,2.47,3.079,-23.7,-1.33,2.62,-3.8,1,1,0,0,1,0,0,1
-27.55,2.47,3.112,-25.25,-2.58,2.31,-5.04,1,1,0,0,1,0,0,0
-29.92,1.95,3.083,-27.88,-5.02,2.03,-6.98,1,1,0,0,1,0,0,0
-33.0,1.03,3.076,-30.2,-7.51,2.8,-8.53,1,1,0,0,1,0,0,0
-35.16,0.51,3.049,-33.0,-10.11,2.16,-10.63,1,1,0,0,1,0,0,0
-36.29,0.21,2.911,-36.04,-10.63,0.25,-10.84,1,1,0,0,1,0,0,0
-38.86,-0.21,2.769,-39.03,-8.66,-0.17,-8.46,1,1,0,0,1,0,0,0
-41.12,-0.31,2.633,-42.1,-6.49,-0.98,-6.18,1,1,0,0,1,0,0,0
-43.59,-0.62,2.401,-46.43,-1.27,-2.84,-0.65,1,1,0,0,1,0,0,0
-45.55,-0.62,2.488,-49.02,-0.22,-3.47,0.4,1,1,0,0,1,0,0,0
-48.32,-0.93,2.614,-51.81,-1.66,-3.49,-0.74,1,1,0,0,1,0,0,0
-51.71,-1.34,2.755,-53.64,-2.97,-1.93,-1.63,1,1,0,0,1,0,0,0
-54.8,-1.75,2.911,-55.65,-5.36,-0.85,-3.62,1,1,0,0,1,0,0,0
-57.57,-2.16,3.087,-56.83,-7.49,0.74,-5.33,1,1,0,0,1,0,0,0
-60.56,-2.36,3.185,-57.93,-8.04,2.63,-5.68,1,1,0,0,1,0,0,0
-61.89,-2.57,3.279,-58.77,-8.57,3.12,-6.0,1,1,0,0,1,0,0,0
-64.26,-2.78,3.264,-59.7,-6.75,4.56,-3.98,1,1,0,0,1,0,0,0
-65.7,-2.67,3.248,-60.51,-4.94,5.18,-2.27,1,1,0,0,1,0,0,0
-65.9,-2.67,3.211,-61.06,-0.77,4.84,1.9,1,1,0,0,1,0,0,1
-65.9,-2.67,3.273,-61.44,-0.06,4.47,2.62,1,1,0,0,1,0,0,1
-66.0,-2.67,3.257,-61.39,-1.25,4.62,1.42,1,1,0,0,0,0,0,0
-66.0,-2.57,3.192,-60.93,-2.51,5.07,0.06,1,1,0,0,0,0,0,0
-66.0,-2.57,3.068,-60.6,-5.05,5.4,-2.48,1,1,0,0,0,0,0,0
-65.8,-2.57,2.99,-60.16,-7.74,5.64,-5.17,1,1,0,0,0,0,0,0
-63.95,-3.08,2.845,-59.73,-9.07,4.22,-5.98,1,1,0,0,0,0,0,0
-61.89,-3.29,2.708,-59.33,-10.54,2.56,-7.25,1,1,0,0,0,0,0,0
-61.48,-3.29,2.506,-59.04,-8.96,2.44,-5.67,1,1,0,0,0,0,0,0
-60.86,-3.08,2.304,-58.78,-7.11,2.08,-4.03,1,1,0,0,0,0,0,0
-59.22,-2.67,2.57,-58.58,7.04,0.64,9.71,0,1,0,0,0,0,0,0
-57.06,-2.16,2.919,-58.39,12.23,-1.33,14.39,0,1,1,0,0,0,0,0
-54.59,-1.64,3.266,-58.1,13.07,-3.5,14.72,0,1,1,0,0,0,0,0
