tick,player_x,player_y,player_z,player_yaw,player_pitch,on_ground,my_vx,my_vz,my_hurt,target_x,target_y,target_z,target_dist,tgt_vx,tgt_vz,tgt_hurt,out_w,out_a,out_s,out_d,out_sprint,out_left_click,out_right_click
12158,402078.83791109564,89.0,2130.6632169328805,46.162,4.112,1,-0.207,0.067,0,402076.9351389665,89.05124098912204,2132.4900236456165,2.638,0.1887,-0.1044,0,1,0,0,0,0,0,0
12159,402078.6782374348,89.0,2130.773437563621,44.311,5.86,1,-0.1597,0.1102,0,402077.1238194832,89.02562049456102,2132.385636822808,2.24,0.1887,-0.1044,10,1,0,0,0,0,1,0
12160,402078.50208248605,89.0,2130.924802129544,42.975,6.991,1,-0.1762,0.1514,0,402077.10337965545,89.13166366304068,2132.455007881872,2.077,-0.0204,0.0694,9,1,0,0,0,0,0,0
12161,402078.357665565,89.0,2131.067729310661,40.096,9.664,1,-0.1444,0.1429,0,402077.0829398277,89.23770683152034,2132.524378940936,1.95,-0.0204,0.0694,8,1,0,0,0,0,1,0
12162,402078.19678978965,89.0,2131.24324986191,38.246,11.206,1,-0.1609,0.1755,0,402076.90945988515,89.4293045543469,2132.693335960624,1.986,-0.1735,0.169,7,1,0,0,0,0,0,0
12163,402078.1319573623,89.0,2131.316146334009,38.451,10.692,1,-0.0648,0.0729,0,402076.7359799426,89.62090227717346,2132.8622929803123,2.174,-0.1735,0.169,6,1,0,0,0,0,1,1
12164,402078.0965588528,89.0,2131.355947812398,42.152,5.963,1,-0.0354,0.0398,0,402076.56356996176,89.73685151811564,2133.012361986875,2.374,-0.1724,0.1501,5,0,0,0,0,0,0,0
12165,402077.9918195742,89.0,2131.4722077172223,46.676,0.822,1,-0.1047,0.1163,0,402076.3911599809,89.85280075905783,2133.1624309934377,2.479,-0.1724,0.1501,4,1,0,0,0,0,1,0
12166,402077.841959566,89.0,2131.623107541604,45.237,0.617,1,-0.1499,0.1509,0,402076.2607733206,89.83936717270522,2133.285370662292,2.443,-0.1304,0.1229,3,1,0,0,0,0,0,0
12167,402077.6697746502,89.0,2131.795307438546,42.461,3.496,1,-0.1722,0.1722,0,402076.13038666034,89.82593358635262,2133.408310331146,2.378,-0.1304,0.1229,2,1,0,0,0,0,1,0
12168,402077.48977157415,89.0,2131.9833310263184,41.227,6.991,1,-0.18,0.188,0,402076.0348411069,89.65478905756841,2133.480540220764,2.188,-0.0955,0.0722,1,1,0,0,0,0,0,0
12169,402077.3468509001,89.0,2132.1407548721045,42.666,8.225,1,-0.1429,0.1574,10,402075.9392955535,89.4836445287842,2133.552770110382,2.052,-0.0955,0.0722,10,1,0,0,0,0,1,0
12170,402077.63082280423,89.36,2131.859993048033,42.872,9.973,0,0.284,-0.2808,9,402075.772030369,89.43701301918946,2133.7018467402545,2.618,-0.1673,0.1491,9,1,0,0,0,0,0,0
12171,402077.76855842624,89.63440000534058,2131.725391683688,43.797,10.281,0,0.1377,-0.1346,8,402075.60476518446,89.39038150959473,2133.850923370127,3.043,-0.1673,0.1491,8,1,0,0,0,0,0,0
12172,402077.82613605325,89.82491201428223,2131.6702991619572,43.9,10.384,0,0.0576,-0.0551,7,402075.46567678964,89.53108767306315,2133.9735322467513,3.311,-0.1391,0.1226,7,1,0,0,0,0,0,0
12173,402077.8608774664,89.9332137851529,2131.6385377305483,45.134,6.477,0,0.0347,-0.0318,6,402075.3265883948,89.67179383653158,2134.0961411233757,3.54,-0.1391,0.1226,6,1,0,0,0,0,0,0
12174,402077.89245227026,89.96094952114596,2131.635634794142,45.854,3.907,0,0.0316,-0.0029,5,402075.2385589299,89.77077922435438,2134.178677415584,3.681,-0.088,0.0825,5,1,1,0,0,0,0,0
12175,402077.9208264025,89.9097305414223,2131.661632313635,46.676,0.822,0,0.0284,0.026,4,402075.15052946494,89.86976461217719,2134.261213707792,3.799,-0.088,0.0825,4,1,1,0,0,0,0,0
12176,402077.9464368457,89.78113593879031,2131.6924938287884,46.779,0.72,0,0.0256,0.0309,3,402075.10035297665,89.85067640811813,2134.309559138528,3.867,-0.0502,0.0483,3,1,1,0,0,0,0,0
12177,402077.969128854,89.57671322423234,2131.740568395994,47.19,0.72,0,0.0227,0.0481,2,402075.05017648835,89.83158820405907,2134.357904569264,3.929,-0.0502,0.0483,2,1,1,0,0,0,0,0
12178,402077.98882159416,89.29797895854058,2131.8102986333256,49.349,0.514,0,0.0197,0.0697,1,402075.03345099225,89.65855880270605,2134.3740197128427,3.929,-0.0167,0.0161,1,1,1,0,0,0,0,0
12179,402078.0047895366,89.0,2131.8996797373666,52.536,0.411,1,0.016,0.0894,0,402075.01672549616,89.48552940135303,2134.3901348564214,3.92,-0.0167,0.0161,0,1,1,0,0,0,0,0
12180,402078.00241787685,89.0,2132.109913004325,55.004,0.617,1,-0.0024,0.2102,0,402075.0632336641,89.32368626756869,2134.3434232376144,3.706,0.0465,-0.0467,0,1,1,0,0,0,1,0
12181,402077.979996379,89.0,2132.3527522137356,59.013,0.103,1,-0.0224,0.2428,0,402075.109741832,89.16184313378434,2134.2967116188074,3.47,0.0465,-0.0467,0,1,1,0,0,0,0,0
12182,402077.9412571577,89.0,2132.558458684576,61.172,0.617,1,-0.0387,0.2057,0,402075.239827888,89.1078954225229,2134.176974412538,3.151,0.1301,-0.1197,0,1,1,0,0,0,1,0
12183,402077.88389799115,89.0,2132.795630373725,63.126,1.131,1,-0.0574,0.2372,0,402075.36991394404,89.05394771126146,2134.057237206269,2.813,0.1301,-0.1197,0,1,1,0,0,0,0,0
12184,402077.824707407,89.0,2132.996890998548,65.182,2.879,1,-0.0592,0.2013,0,402075.5486926294,89.03596514084097,2133.9027414708457,2.45,0.1788,-0.1545,10,1,1,0,0,0,1,0
12185,402077.7476561664,89.0,2133.2288405054546,68.061,4.215,1,-0.0771,0.2319,0,402075.46996175294,89.13856009389399,2133.9143276472305,2.383,-0.0787,0.0116,9,1,1,0,0,0,0,0
12186,402077.604268212,89.0,2133.3524956670276,69.192,5.757,1,-0.1434,0.1237,0,402075.3133078353,89.30070672926266,2133.9845517648205,2.395,-0.1567,0.0702,8,1,0,0,0,0,1,0
12187,402077.40690536884,89.0,2133.4653145291986,69.192,5.86,1,-0.1974,0.1128,0,402075.1566539176,89.46285336463133,2134.0547758824105,2.372,-0.1567,0.0702,7,1,0,0,0,0,0,0
12188,402077.2236457366,89.0,2133.449046266369,68.883,5.757,1,-0.1833,-0.0163,0,402074.9481859451,89.62106890975421,2134.171933921607,2.467,-0.2085,0.1172,6,1,0,0,1,0,1,0
12189,402077.00465804734,89.0,2133.387664805025,69.397,3.084,1,-0.219,-0.0614,0,402074.7397179726,89.77928445487711,2134.2890919608035,2.559,-0.2085,0.1172,5,1,0,0,1,0,0,0
12190,402076.81447798276,89.0,2133.313964883997,66.827,1.645,1,-0.1902,-0.0737,0,402074.5660619817,89.83202296991807,2134.390644640536,2.628,-0.1737,0.1016,4,1,0,0,1,0,0,0
12191,402076.58993388695,89.0,2133.225453494814,63.537,0.411,1,-0.2245,-0.0885,0,402074.39240599086,89.88476148495903,2134.492197320268,2.686,-0.1737,0.1016,3,1,0,0,1,0,0,0
12192,402076.3930602825,89.0,2133.1553000301974,58.911,1.439,1,-0.1969,-0.0702,0,402074.2720206606,89.78775765663936,2134.5781315468453,2.673,-0.1204,0.0859,2,1,0,0,1,0,0,0
12193,402076.2023641341,89.0,2133.101117365936,55.826,2.982,1,-0.1907,-0.0542,0,402074.1516353303,89.69075382831969,2134.6640657734224,2.669,-0.1204,0.0859,1,1,0,0,1,0,1,0
12194,402076.0431747795,89.0,2132.990469604735,54.593,4.318,1,-0.1592,-0.1106,0,402074.08025688684,89.46050255221313,2134.723960515615,2.659,-0.0714,0.0599,10,0,0,0,1,0,0,0
12195,402075.9676168462,89.0,2132.946028474786,55.312,4.112,1,-0.0756,-0.0444,0,402073.91808792454,89.42158503480876,2134.8159736770767,2.806,-0.1622,0.092,9,0,1,0,0,0,1,1
12196,402075.90315542824,89.0,2133.0496754509245,55.826,3.393,1,-0.0645,0.1036,0,402073.74747528305,89.48939002320584,2134.9085657847177,2.888,-0.1706,0.0926,8,1,1,0,0,0,0,0
12197,402075.8435764181,89.0,2133.233959540012,58.294,1.131,1,-0.0596,0.1843,0,402073.5768626415,89.55719501160291,2135.0011578923586,2.928,-0.1706,0.0926,7,1,1,0,0,0,0,0
12198,402075.7812027917,89.0,2133.4611067635205,59.116,-0.308,1,-0.0624,0.2271,0,402073.43665842764,89.6839633410686,2135.073688594906,2.927,-0.1402,0.0725,6,1,1,0,0,0,0,0
12199,402075.7291817749,89.0,2133.661624229618,60.247,-2.262,1,-0.052,0.2005,0,402073.2964542138,89.8107316705343,2135.146219297453,2.963,-0.1402,0.0725,5,1,1,0,0,0,1,0
12200,402075.66668259556,89.0,2133.89655587002,61.687,-3.496,1,-0.0625,0.2349,0,402073.19763614255,89.8529877803562,2135.1912295316356,2.915,-0.0988,0.045,4,1,1,0,0,0,0,0
12201,402075.60904375504,89.0,2134.098094041302,64.976,-4.112,1,-0.0576,0.2015,0,402073.0988180713,89.89524389017811,2135.236239765818,2.898,-0.0988,0.045,3,1,1,0,0,0,1,0
12202,402075.53321445256,89.0,2134.330331762043,69.397,-3.701,1,-0.0758,0.2322,0,402073.0450453809,89.79474592678541,2135.251243177212,2.77,-0.0538,0.015,2,1,1,0,0,0,0,0
12203,402075.3891613349,89.0,2134.4513504588213,71.659,-1.234,1,-0.1441,0.121,0,402072.9912726905,89.69424796339271,2135.266246588606,2.626,-0.0538,0.015,1,1,0,0,0,0,1,0
12204,402075.19429966586,89.0,2134.4591554046915,68.78,2.262,1,-0.1949,0.0078,0,402072.98376512696,89.46283197559514,2135.250414392404,2.393,-0.0075,-0.0158,10,1,0,0,1,0,0,0
12205,402075.0114546655,89.0,2134.4068389104054,67.547,2.57,1,-0.1828,-0.0523,0,402072.749593418,89.42313798373009,2135.3544429282692,2.489,-0.2342,0.104,9,1,0,0,1,0,1,0
12206,402074.79151697084,89.0,2134.3285252632595,64.462,3.393,1,-0.2199,-0.0783,0,402072.478895612,89.49042532248673,2135.4758786188463,2.628,-0.2707,0.1214,8,1,0,0,1,0,0,0
12207,402074.596864416,89.0,2134.2596377751656,60.658,2.673,1,-0.1947,-0.0689,0,402072.20819780603,89.55771266124336,2135.5973143094234,2.794,-0.2707,0.1214,7,1,0,0,1,0,1,0
12208,402074.3654002134,89.0,2134.1869683281416,58.808,0.617,1,-0.2315,-0.0727,0,402071.930465204,89.6843084408289,2135.7211262062824,2.958,-0.2777,0.1238,6,1,0,0,1,0,0,0
12209,402074.16332447017,89.0,2134.1321550499106,56.443,-2.879,1,-0.2021,-0.0548,0,402071.652732602,89.81090422041444,2135.8449381031414,3.146,-0.2777,0.1238,5,1,0,0,1,0,1,0
12210,402073.9255674426,89.0,2134.076474209973,52.434,-4.421,1,-0.2378,-0.0557,0,402071.4247384013,89.85310281360962,2135.9487087354278,3.238,-0.228,0.1038,4,1,0,0,1,0,0,0
12211,402073.71875599236,89.0,2134.04152841165,51.2,-5.243,1,-0.2068,-0.0349,0,402071.19674420066,89.8953014068048,2136.052479367714,3.348,-0.228,0.1038,3,1,0,0,1,0,1,0
12212,402073.47658568574,89.0,2134.008515589196,49.349,-3.804,1,-0.2422,-0.033,0,402071.0374128004,89.7947842712032,2136.1287362451426,3.328,-0.1593,0.0763,2,1,0,0,1,0,0,0
12213,402073.26761777897,89.0,2133.9879383299667,48.321,-1.234,1,-0.209,-0.0206,0,402070.8780814002,89.69426713560159,2136.204993122571,3.333,-0.1593,0.0763,1,1,0,0,1,0,1,0
12214,402073.1461468082,89.0,2134.1064937790393,46.368,1.748,1,-0.1215,0.1186,0,402070.7728876001,89.46284475706773,2136.2512454150474,3.232,-0.1052,0.0463,10,1,1,0,0,0,0,0
12215,402073.10571517184,89.0,2134.1730437948295,46.985,1.748,1,-0.0404,0.0666,0,402070.65067506675,89.42314650471182,2136.3341636100317,3.298,-0.1222,0.0829,9,1,1,0,0,0,1,1
12216,402073.0792531453,89.0,2134.339306059033,48.424,1.439,1,-0.0265,0.1663,0,402070.5379500445,89.49043100314121,2136.410275740021,3.315,-0.1127,0.0761,8,1,1,0,0,0,0,0
12217,402073.0630106134,89.0,2134.523552758036,52.331,-0.925,1,-0.0162,0.1842,0,402070.42522502225,89.55771550157061,2136.4863878700107,3.335,-0.1127,0.0761,7,1,1,0,0,0,1,0
12218,402073.03763522,89.0,2134.7530991873086,55.826,-2.776,1,-0.0254,0.2295,0,402070.35640001483,89.68431033438041,2136.543008580007,3.296,-0.0688,0.0566,6,1,1,0,0,0,0,0
12219,402072.9993971818,89.0,2135.0061243857917,59.63,-5.038,1,-0.0382,0.253,0,402070.2875750074,89.81090516719021,2136.5996292900036,3.248,-0.0688,0.0566,5,1,1,0,0,0,0,0
12220,402072.95412368915,89.0,2135.214823421205,61.378,-5.655,1,-0.0453,0.2087,0,402070.21875,89.9375,2136.65625,3.231,-0.0688,0.0566,4,1,1,0,0,0,0,0
12221,402072.9027016566,89.0,2135.40793750687,64.154,-6.271,1,-0.0514,0.1931,0,402070.21875,89.9375,2136.65625,3.105,0.0,0.0,3,1,1,0,0,0,1,0
12222,402072.83214637166,89.0,2135.6362417209825,64.36,-3.598,1,-0.0706,0.2283,0,402070.21875,89.82291666666667,2136.6458333333335,2.92,0.0,-0.0104,2,1,1,0,0,0,0,0
12223,402072.69420063746,89.0,2135.766210332816,66.107,-1.645,1,-0.1379,0.13,0,402070.21875,89.70833333333334,2136.635416666667,2.718,0.0,-0.0104,1,1,0,0,0,0,1,0
12224,402072.4975932207,89.0,2135.7903868575786,64.976,1.645,1,-0.1966,0.0242,0,402070.25,89.47222222222223,2136.6111111111113,2.439,0.0312,-0.0243,10,1,0,0,1,0,0,0
12225,402072.4071296041,89.0,2135.7888489745487,63.434,3.084,1,-0.0905,-0.0015,0,402070.0520833333,89.42939814814815,2136.6990740740744,2.561,-0.1979,0.088,9,1,0,0,1,0,1,1
12226,402072.2343605264,89.0,2135.747881051891,63.126,2.879,1,-0.1728,-0.041,0,402069.80555555556,89.4945987654321,2136.820216049383,2.701,-0.2465,0.1211,8,1,0,0,1,0,0,0
12227,402072.0541981995,89.0,2135.69406023984,64.36,-1.028,1,-0.1802,-0.0538,0,402069.55902777775,89.55979938271605,2136.9413580246915,2.845,-0.2465,0.1211,7,1,0,0,1,0,1,0
12228,402071.83316243865,89.0,2135.6216302658977,62.201,-1.645,1,-0.221,-0.0724,0,402069.2997685185,89.68569958847736,2137.065072016461,2.995,-0.2593,0.1237,6,1,0,0,1,0,0,0
12229,402071.588249666,89.0,2135.543774405692,59.527,-2.57,1,-0.2449,-0.0779,0,402069.0405092592,89.81159979423867,2137.1887860082306,3.139,-0.2593,0.1237,5,1,0,0,1,0,0,0
12230,402071.3821581788,89.0,2135.48571513896,55.004,-2.056,1,-0.2061,-0.0581,0,402068.8290895061,89.85356652949245,2137.292524005487,3.242,-0.2114,0.1037,4,1,0,0,1,0,0,0
12231,402071.1415803814,89.0,2135.431593277791,52.022,-1.851,1,-0.2406,-0.0541,0,402068.61766975303,89.89553326474623,2137.3962620027432,3.321,-0.2114,0.1037,3,1,0,0,1,0,0,0
12232,402070.93372051156,89.0,2135.398147503964,48.527,-0.0,1,-0.2079,-0.0334,0,402068.47427983535,89.79493884316416,2137.472508001829,3.314,-0.1434,0.0762,2,1,0,0,1,0,0,0
12233,402070.8122573166,89.0,2135.5096414423992,48.835,0.72,1,-0.1215,0.1115,0,402068.3308899177,89.69434442158209,2137.5487540009144,3.286,-0.1434,0.0762,1,1,1,0,0,0,0,0
12234,402070.7638972391,89.0,2135.6758841214723,51.919,1.748,1,-0.0484,0.1662,0,402068.2310099451,89.46289628105473,2137.5950026672763,3.211,-0.0999,0.0462,10,1,1,0,0,0,0,0
12235,402070.7219751531,89.0,2135.8957231551904,58.602,0.617,1,-0.0419,0.2198,0,402068.03942329675,89.42318085403649,2137.7195851115175,3.271,-0.1916,0.1246,9,1,1,0,0,0,0,0
12236,402070.67781603185,89.0,2136.0941318450737,64.257,-0.823,1,-0.0442,0.1984,0,402067.8491988645,89.49045390269099,2137.854723407678,3.368,-0.1902,0.1351,8,1,1,0,0,0,1,0
12237,402070.610849562,89.0,2136.3251959992735,66.107,-2.262,1,-0.067,0.2311,0,402067.65897443227,89.5577269513455,2137.989861703839,3.434,-0.1902,0.1351,7,1,1,0,0,0,0,0
12238,402070.52749951964,89.0,2136.5726460792885,66.827,-2.776,1,-0.0834,0.2475,0,402067.49139962153,89.68431796756367,2138.1078244692258,3.47,-0.1676,0.118,6,1,1,0,0,0,1,0
12239,402070.4337191636,89.0,2136.8284596071358,68.369,-4.627,1,-0.0938,0.2558,0,402067.3238248108,89.81090898378184,2138.2257872346127,3.505,-0.1676,0.118,5,1,1,0,0,0,0,0
12240,402070.3515945303,89.0,2137.031670202878,68.986,-5.449,1,-0.0821,0.2032,0,402067.2158832072,89.8531059891879,2138.306774823075,3.491,-0.1079,0.081,4,1,1,0,0,0,1,0
12241,402070.2540731149,89.0,2137.261470451979,70.425,-6.477,1,-0.0975,0.2298,0,402067.10794160364,89.89530299459395,2138.3877624115376,3.46,-0.1079,0.081,3,1,1,0,0,0,0,0
12242,402070.1663627375,89.0,2137.4541862052242,73.304,-5.963,1,-0.0877,0.1927,0,402067.0407110691,89.7947853297293,2138.4355916076915,3.371,-0.0672,0.0478,2,1,1,0,0,0,1,0
12243,402070.05683985265,89.0,2137.6738702097164,78.753,-5.86,1,-0.1095,0.2197,0,402066.9734805345,89.69426766486464,2138.4834208038455,3.263,-0.0672,0.0478,1,1,1,0,0,0,0,0
12244,402069.948736041,89.0,2137.853929724492,81.426,-2.467,1,-0.1081,0.1801,0,,,,,,,,1,1,0,0,0,0,0
12245,402069.81259116816,89.0,2138.0568962748916,84.202,-0.0,1,-0.1361,0.203,0,,,,,,,,1,1,0,0,0,0,0
12246,402069.6560936415,89.0,2138.2684599066397,86.67,1.439,1,-0.1565,0.2116,0,,,,,,,,1,1,0,0,0,1,0
12247,402069.4842335671,89.0,2138.4810967196418,89.24,0.411,1,-0.1719,0.2126,0,,,,,,,,1,1,0,0,0,0,0
12248,402069.39175088366,89.0,2138.6951870799844,90.062,-0.823,1,-0.0925,0.2141,0,,,,,,,,0,1,0,0,0,1,0
12249,402069.24933146994,89.0,2138.9040042930046,90.268,-2.982,1,-0.1424,0.2088,0,,,,,,,,1,1,0,0,0,0,0
12250,402069.0792245453,89.0,2139.1095183621615,90.165,-3.496,1,-0.1701,0.2055,0,,,,,,,,1,1,0,0,0,0,0
12251,402068.894281393,89.0,2139.3135117982033,90.062,-3.496,1,-0.1849,0.204,0,,,,,,,,1,1,0,0,0,0,0
12252,402068.7013785574,89.0,2139.5168160899148,90.062,-1.234,1,-0.1929,0.2033,0,,,,,,,,1,1,0,0,0,0,0
12253,402068.468653616,89.0,2139.6278202460826,90.268,0.72,1,-0.2327,0.111,0,,,,,,,,1,0,0,0,0,0,0
12254,402068.3415857832,89.0,2139.68842852239,89.96,0.925,1,-0.1271,0.0606,0,,,,,,,,0,0,0,0,0,0,0
12255,402068.2722067384,89.0,2139.721520645098,87.903,0.72,1,-0.0694,0.0331,0,,,,,,,,0,0,0,0,0,0,0
12256,402068.2343257756,89.0,2139.739588946195,85.539,0.514,1,-0.0379,0.0181,0,,,,,,,,0,0,0,0,0,0,0
12257,402068.21364276746,89.0,2139.74945423974,83.791,0.925,1,-0.0207,0.0099,0,,,,,,,,0,0,0,0,0,0,0
12258,402068.2023498437,89.0,2139.7548406906412,85.95,3.187,1,-0.0113,0.0054,0,,,,,,,,0,0,0,0,0,0,0
12259,402068.19618390664,89.0,2139.7548406906412,89.754,4.935,1,-0.0062,0.0,0,,,,,,,,0,0,0,0,0,0,0
12479,401068.2544467797,77.0,3050.523002456517,6.477,1.748,1,-0.022,0.2709,0,401066.0,77.0,3074.03125,23.616,0.0,0.0,0,1,0,0,0,0,0,0
12480,401068.22819296626,77.0,3050.797505449807,6.477,1.748,1,-0.0263,0.2745,0,401066.0,77.0,3074.03125,23.34,0.0,0.0,0,1,0,0,0,0,0,0
12481,401068.19962185307,77.0,3051.073986140293,6.477,1.748,1,-0.0286,0.2765,0,401066.0,77.0,3074.03125,23.062,0.0,0.0,0,1,0,0,0,0,0,0
12482,401068.26509795256,77.0,3051.326564923888,6.477,1.748,1,0.0655,0.2526,0,401066.0104166667,77.0,3073.65625,22.443,0.0104,-0.375,0,1,1,0,0,0,0,0
12483,401068.38192383613,77.0,3051.566093264804,6.477,1.748,1,0.1168,0.2395,0,401066.0277777778,77.0,3073.2083333333335,21.77,0.0174,-0.4479,0,1,1,0,0,0,0,0
12484,401068.5267867051,77.0,3051.7984960631893,6.477,1.748,1,0.1449,0.2324,0,401066.08101851854,77.0,3072.347222222222,20.694,0.0532,-0.8611,0,1,1,0,0,0,0,0
12485,401068.6869577698,77.0,3052.0270083149017,6.477,1.748,1,0.1602,0.2285,0,401066.13734567905,77.0,3071.5752314814813,19.714,0.0563,-0.772,0,1,1,0,0,0,0,0
12486,401068.7601746519,77.0,3052.2783780575696,6.477,1.748,1,0.0732,0.2514,0,401066.19367283955,77.0,3070.803240740741,18.702,0.0563,-0.772,0,1,0,0,0,0,0,0
12487,401068.69853076513,77.0,3052.4967018821135,6.477,1.748,1,-0.0616,0.2183,0,401066.233281893,77.0,3070.3584104938273,18.031,0.0396,-0.4448,0,1,0,0,1,0,0,0
12488,401068.56325289,77.0,3052.6969826332656,6.477,1.748,1,-0.1353,0.2003,0,401066.2728909465,77.0,3069.9135802469136,17.368,0.0396,-0.4448,0,1,0,0,1,0,0,0
12489,401068.38777085254,77.0,3052.8874118652016,9.356,1.542,1,-0.1755,0.1904,0,401066.3069272977,77.0,3069.5778034979426,16.82,0.034,-0.3358,0,1,0,0,1,0,0,0
12490,401068.18636509264,77.0,3053.0672163473328,15.216,0.72,1,-0.2014,0.1798,0,401066.34096364886,77.0,3069.2420267489715,16.28,0.034,-0.3358,0,1,0,0,1,0,0,0
12491,401067.96358232625,77.0,3053.2299862068103,14.291,-0.514,1,-0.2228,0.1628,0,401066.375,77.0,3068.90625,15.757,0.034,-0.3358,0,1,0,0,1,0,0,0
12492,401067.73023370694,77.0,3053.385349501157,14.291,-0.514,1,-0.2333,0.1554,0,401066.375,77.0,3068.90625,15.58,0.0,0.0,0,1,0,0,1,0,0,0
12493,401067.49111613125,77.0,3053.536668810473,14.291,-0.514,1,-0.2391,0.1513,0,401066.375,77.0,3068.90625,15.41,0.0,0.0,0,1,0,0,1,0,0,0
12494,401067.248848705,77.0,3053.685780103706,14.291,-0.514,1,-0.2423,0.1491,0,401066.375,77.0,3068.90625,15.246,0.0,0.0,0,1,0,0,1,0,0,0
12495,401067.0048614602,77.0,3053.8336858200173,14.805,-3.804,1,-0.244,0.1479,0,401066.375,77.0,3068.90625,15.086,0.0,0.0,0,1,0,0,1,0,0,0
12496,401066.9371043906,77.0,3054.0267587950198,14.599,-5.038,1,-0.0678,0.1931,0,401066.375,77.0,3068.90625,14.89,0.0,0.0,0,1,1,0,0,0,0,0
12497,401066.99494888977,77.0,3054.1568626342305,13.057,-4.01,1,0.0578,0.1301,0,401066.375,77.0,3068.90625,14.762,0.0,0.0,0,0,1,0,0,0,0,0
12498,401067.12201723765,77.0,3054.249957561133,11.72,-1.851,1,0.1271,0.0931,0,401066.375,77.0,3068.90625,14.675,0.0,0.0,0,0,1,0,0,0,0,0
12499,401067.28736405016,77.0,3054.320642885218,10.898,-1.645,1,0.1653,0.0707,0,401066.46875,77.0,3068.1458333333335,13.849,0.0938,-0.7604,0,0,1,0,0,0,0,0
12500,401067.47390417656,77.0,3054.377618161898,9.253,-1.028,1,0.1865,0.057,0,401066.5625,77.0,3067.385416666667,13.04,0.0938,-0.7604,0,0,1,0,0,0,0,0
12501,401067.672486626,77.0,3054.424443167159,8.122,-0.72,1,0.1986,0.0468,0,401066.65625,77.0,3066.625,12.243,0.0938,-0.7604,0,0,1,0,0,0,0,0
12502,401067.8779383485,77.0,3054.4637941293595,10.281,-2.365,1,0.2055,0.0394,0,401066.65625,77.0,3066.625,12.222,0.0,0.0,0,0,1,0,0,0,0,0
12503,401068.0643164816,77.0,3054.592023063138,8.842,-1.953,1,0.1864,0.1282,0,401066.65625,77.0,3066.625,12.115,0.0,0.0,0,1,1,0,0,0,0,0
12504,401068.24287769856,77.0,3054.766926229376,6.786,-0.925,1,0.1786,0.1749,0,401066.6875,77.0,3066.0520833333335,11.392,0.0312,-0.5729,0,1,1,0,0,0,0,0
12505,401068.42082300445,77.0,3054.964539231306,5.243,0.72,1,0.1779,0.1976,0,401066.71875,77.0,3065.482638888889,10.655,0.0312,-0.5694,0,1,1,0,0,0,1,0
12506,401068.6012205889,77.0,3055.172291783098,5.86,-0.308,1,0.1804,0.2078,0,401066.75,77.0,3064.9131944444443,9.915,0.0312,-0.5694,0,1,1,0,0,0,1,0
12507,401068.7818800989,77.0,3055.38646857191,6.477,0.308,1,0.1807,0.2142,0,401066.78125,77.0,3064.34375,9.178,0.0312,-0.5694,0,1,1,0,0,0,0,0
12508,401068.96159613197,77.0,3055.605029421239,7.608,-0.411,1,0.1797,0.2186,0,401066.78125,77.0,3064.34375,9.007,0.0,0.0,0,1,1,0,0,0,1,0
12509,401068.95650430775,77.0,3055.8033971155764,8.945,-0.514,1,-0.0051,0.1984,0,401066.78125,77.0,3064.34375,8.813,0.0,0.0,0,1,0,0,1,0,0,0
12510,401068.85149646556,77.0,3055.98834364907,10.384,-1.645,1,-0.105,0.1849,0,401066.78125,77.0,3064.34375,8.608,0.0,0.0,0,1,0,0,1,0,1,0
12511,401068.6871917253,77.0,3056.163198114644,10.692,-1.439,1,-0.1643,0.1749,0,401066.78125,77.0,3064.34375,8.4,0.0,0.0,0,1,0,0,1,0,0,0
12512,401068.49017205235,77.0,3056.3320492608723,12.337,-2.262,1,-0.197,0.1689,0,401066.78125,77.0,3064.34375,8.192,0.0,0.0,0,1,0,0,1,0,1,0
12513,401068.2731971783,77.0,3056.49446427089,10.898,-1.645,1,-0.217,0.1624,0,401066.78125,77.0,3064.34375,7.99,0.0,0.0,0,1,0,0,1,0,0,0
12514,401068.0471949889,77.0,3056.6561939046137,8.225,-0.103,1,-0.226,0.1617,0,401066.78125,77.0,3064.34375,7.791,0.0,0.0,0,1,0,0,1,0,1,0
12515,401067.81973829895,77.0,3056.822418888205,7.505,0.308,1,-0.2275,0.1662,0,401066.84375,77.0,3063.59375,6.841,0.0625,-0.75,0,1,0,0,1,0,0,0
12516,401067.5924514972,77.0,3056.9923694319614,5.552,1.028,1,-0.2273,0.17,0,401066.90625,77.0,3062.84375,5.891,0.0625,-0.75,0,1,0,0,1,0,1,0
12517,401067.3679881742,77.0,3057.167787605212,5.346,1.131,1,-0.2245,0.1754,0,401066.96875,77.0,3062.09375,4.942,0.0625,-0.75,0,1,0,0,1,0,0,0
12518,401067.14544777654,77.0,3057.3466521017376,-0.206,2.467,1,-0.2225,0.1789,0,401066.96875,77.0,3062.09375,4.75,0.0,0.0,0,1,0,0,1,0,1,0
12519,401066.932299838,77.0,3057.53651703423,-2.57,2.776,1,-0.2131,0.1899,0,401066.96875,77.0,3062.09375,4.557,0.0,0.0,0,1,0,0,1,0,0,0
12520,401066.7281824318,77.0,3057.7360977675817,-8.019,4.112,1,-0.2041,0.1996,0,401066.96875,77.0,3062.09375,4.364,0.0,0.0,0,1,0,0,1,0,0,0
12521,401066.538514566,77.0,3057.9488690605745,-14.702,6.066,1,-0.1897,0.2128,0,401066.96875,77.0,3062.09375,4.167,0.0,0.0,0,1,0,0,1,0,0,0
